Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context	DiaMos 2021	https://doi.org/10.1109/ICOSEC54921.2022.9951943 (2022)	https://doi.org/10.3390/agronomy11112107 (2021)	The DiaMos 2021 dataset is used to diagnose and monitor plant diseases, particularly pear spot, curl, and slug damage, by employing high-resolution images. Researchers use these images to develop and validate diagnostic models, focusing on accurate disease identification and monitoring. The dataset's high-resolution imagery is crucial for capturing detailed symptoms, enabling precise analysis and enhancing the reliability of disease detection methods.		
cited_context	DiaMos plant field dataset	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://doi.org/10.3390/agronomy11112107 (2021)	The DiaMos plant field dataset is used to diagnose and monitor plant diseases, particularly in pear fruits and leaves. It focuses on assessing varying severity levels of leaf diseases. Researchers employ this dataset to develop and validate diagnostic models, enhancing the accuracy of disease identification and monitoring in agricultural settings.		
cited_context	Digi-pathos	https://doi.org/10.1109/ACCESS.2023.3240100 (2023)	https://doi.org/10.1186/s13104-018-3548-6 (2018)	The Digi-pathos dataset is primarily used for developing and evaluating visual plant disease detection systems, particularly focusing on Northern Leaf Blight in maize. It provides annotated field images for training and testing machine learning and deep learning models, enhancing accuracy in disease symptom recognition. The dataset supports research on model generalization across various plant diseases, emphasizing robustness and high accuracy in image-based classification.		
cited_context	digital image analysis and spectral reflectance data	https://doi.org/10.1145/1980422.1980454 (2011)	https://doi.org/10.1016/J.COMPAG.2005.11.004 (2006)	The digital image analysis and spectral reflectance data dataset is used to quantify damage by greenbugs in winter wheat. Researchers employ image and spectral data to assess pest impact and severity, focusing on the extent and intensity of damage. This dataset enables precise quantification and analysis, facilitating a deeper understanding of pest effects on crop health.		
cited_context	disease images and normal rice images	https://doi.org/10.1109/ICEICT51264.2020.9334214 (2020)	https://doi.org/10.23919/EECSI48112.2019.8976962 (2019)	The 'disease images and normal rice images' dataset is used to train and evaluate deep convolutional neural networks for recognizing 10 specific rice diseases through image-based classification. This dataset enables researchers to develop and test machine learning models that can accurately identify various rice diseases, enhancing the precision of plant disease diagnosis.		
cited_context	diseasetraining dataset	https://doi.org/10.1109/BigData47090.2019.9006567 (2019)	https://www.semanticscholar.org/paper/eb42cf88027de515750f230b23b1a057dc782108 (2014)	The 'diseasetraining dataset' is used to fine-tune pre-trained VGG-16 models for plant disease diagnosis, specifically enhancing model accuracy on particular disease classes. This dataset enables researchers to improve the performance of deep learning models by providing labeled images of plant diseases, facilitating more precise and reliable disease classification.		
citing_context	Diyala Pepper	https://doi.org/10.47831/mjpas.v3i1.121 (2025)		The Diyala Pepper dataset is used for diagnosing plant diseases and detecting pests in peppers and fruits. It contains 78 images of both healthy and affected specimens, enabling researchers to develop and test image recognition algorithms for disease and pest identification. This dataset supports the development of accurate diagnostic tools, enhancing agricultural management practices.		
citing_context	DS_apple	https://doi.org/10.34133/plantphenomics.0039 (2023)	https://doi.org/10.1016/J.SWEVO.2018.02.013 (2019)	The DS_apple dataset is primarily used to evaluate optimization algorithms for disease diagnosis and pest detection in various crops, including apples, grapes, coffee, corn, and Chinese chestnuts. It focuses on feature selection and classification performance to enhance diagnostic accuracy. The dataset's versatility in supporting cross-crop analysis makes it valuable for optimizing machine learning models across different plant diseases and pests.		
citing_context	DS_corn	https://doi.org/10.34133/plantphenomics.0039 (2023)	https://www.semanticscholar.org/paper/cf20e34a1402a115523910d2a4243929f6704db1 (2005)	The DS_corn dataset is used to evaluate optimization algorithms for accuracy in corn disease diagnosis, focusing on feature selection and classification performance. It is employed to assess the effectiveness of various algorithms in selecting relevant features and improving classification accuracy, contributing to the development of more efficient and accurate disease diagnostic systems.		
cited_context	elaf images for tomato and grapes	https://doi.org/10.1109/ICOSEC54921.2022.9951943 (2022)	https://www.semanticscholar.org/paper/eb42cf88027de515750f230b23b1a057dc782108 (2014)	The 'elaf images for tomato and grapes' dataset is used to train and evaluate a VGG 16 model for classifying leaf images as healthy or unhealthy, specifically for disease diagnosis in plants. This dataset enables researchers to focus on identifying plant diseases through image classification, enhancing the accuracy of diagnostic models.		
citing_context	FGVC8	https://doi.org/10.34133/plantphenomics.0054 (2023)	https://doi.org/10.1002/aps3.11390 (2020)	The FGVC8 dataset is used for classifying foliar diseases in plants, particularly apples, using high-quality RGB images. It supports machine learning models to improve disease recognition accuracy and fine-grained identification across 61 categories of 27 diseases in 10 plant species. This dataset enables researchers to develop and evaluate advanced image-based diagnostic tools for plant health assessment.		
cited_context	field images of maize annotated with disease symptoms	https://doi.org/10.1007/s13198-020-00972-1 (2020)	https://doi.org/10.1186/s13104-018-3548-6 (2018)	The dataset of field images of maize annotated with disease symptoms is used to train and validate systems for detecting and diagnosing maize diseases. Researchers employ deep learning techniques to focus on symptom identification in real-field images, enhancing the accuracy of disease detection models. This dataset enables the development and evaluation of robust diagnostic tools by providing a realistic and annotated data source.		
cited_context	field images of maize with Northern Leaf Blight (NLB) disease	https://doi.org/10.1109/WACV48630.2021.00201 (2021)	https://doi.org/10.1186/s13104-018-3548-6 (2018)	The dataset of field images of maize with Northern Leaf Blight (NLB) disease is used to train and evaluate deep learning frameworks for detecting and quantifying NLB symptoms. It focuses on phenotypic traits like the area and length of diseased regions and generates disease region and leaf instance masks to improve diagnosis accuracy. The dataset demonstrates the effectiveness of these frameworks in quantifying NLB symptoms in maize plants.		
citing_context	FieldPlant	https://doi.org/10.1109/ICCRTEE64519.2025.11053028 (2025)	https://doi.org/10.1109/ACCESS.2023.3263042 (2023)	The FieldPlant dataset is used to train and evaluate deep learning models for plant disease detection and classification, specifically focusing on field plant images. This enhances model robustness and accuracy by providing diverse and realistic data. The dataset's field-specific images are crucial for improving the performance of disease detection models in real-world conditions.		
cited_context | citing_context	dataset for the categorization of Pinus tree disease	https://doi.org/10.1109/ACCESS.2023.3284760 (2023)	https://doi.org/10.1016/j.asoc.2020.106597 (2020)	The dataset for the categorization of Pinus tree disease is used to develop a UAV-based system for disease classification in Pinus trees. It focuses on image acquisition and employs Bayesian deep learning for accurate disease categorization. This approach enables researchers to enhance the precision and efficiency of disease identification in forestry management.; The dataset for the categorization of Pinus tree disease is used to develop a UAV-based system for disease classification in Pinus trees. It focuses on image acquisition and employs Bayesian deep learning for accurate disease categorization. This methodology enables researchers to enhance the precision and efficiency of disease identification in forestry management.		
citing_context	dataset for three common grape leaf diseases and Mites of grape	https://doi.org/10.1007/978-3-031-06430-2_32 (2022)	https://doi.org/10.3389/fpls.2020.00751 (2020)	The dataset for three common grape leaf diseases and mites is used to train and evaluate deep-learning-based detectors, specifically focusing on real-time detection of grape leaf diseases and pests using improved convolutional neural networks. This enables researchers to develop more accurate and efficient methods for identifying and managing these issues in vineyards.		
cited_context	GAN based image augmented dataset	https://doi.org/10.3390/app12146982 (2022)	https://doi.org/10.1016/j.ifacol.2019.12.406 (2019)	The GAN-based image augmented dataset is used to enhance insect pest classification by augmenting training data, which improves the performance of deep convolutional neural network (DCNN) models in pest detection. This dataset specifically addresses the challenge of limited labeled data in pest detection, enabling more robust and accurate classification through data augmentation techniques.		
cited_context	GitHub	https://doi.org/10.1109/IBCAST51254.2021.9393311 (2021)	https://doi.org/10.1016/j.compag.2018.12.028 (2019)	The GitHub dataset is used to detect grapevine yellows symptoms in Vitis vinifera L. through image-based symptom identification. Artificial intelligence methodologies are employed to analyze images, enabling researchers to focus on the early detection and monitoring of plant diseases. This dataset supports the development and validation of AI models for symptom recognition, enhancing disease management strategies.		
cited_context	GPID-22	https://doi.org/10.48550/arXiv.2407.14911 (2024)	https://doi.org/10.1109/CVPR52688.2022.01553 (2021)	The GPID-22 dataset is used to pretrain self-supervised models for the purpose of comparing their performance in plant disease diagnosis or pest detection using image data. This dataset enables researchers to evaluate and enhance the effectiveness of self-supervised learning approaches in agricultural image analysis tasks.		
cited_context	grape leaf dataset	https://doi.org/10.3390/s22020575 (2022)	https://doi.org/10.1016/j.compag.2020.105712 (2020)	The grape leaf dataset is used to evaluate recall for true positive and false negative cases in disease detection of grape leaves. It focuses on data association across different classes, enabling researchers to assess the accuracy and reliability of disease classification methods. This dataset supports the development and testing of algorithms designed to improve the precision of grape leaf disease diagnosis.		
cited_context	grape leaf spot data	https://doi.org/10.1109/ACCESS.2021.3097050 (2021)	https://www.semanticscholar.org/paper/8388f1be26329fa45e5807e968a641ce170ea078 (2015)	The grape leaf spot data dataset is used for data augmentation in grape leaf spot disease diagnosis, specifically by applying Generative Adversarial Networks (GANs) to enhance the dataset's size and diversity. This methodology increases the robustness and generalizability of machine learning models, enabling more accurate diagnosis of grape leaf spot diseases.		
cited_context	GrapesNet	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://doi.org/10.1016/j.dib.2023.109100 (2023)	The GrapesNet dataset is used for training and evaluating deep learning models in vineyard settings, specifically focusing on color (RGB) and depth (RGB-D) images. It enables researchers to develop and test algorithms that can process and analyze vineyard imagery, enhancing applications such as crop monitoring and management. The dataset's provision of both color and depth data supports more robust model training and evaluation.		
cited_context	grapevine leaves dataset	https://doi.org/10.3389/fpls.2021.695749 (2021)	https://doi.org/10.1016/j.dib.2021.106809 (2021)	The grapevine leaves dataset is used for the early detection and classification of Esca disease in vineyards through machine learning, focusing on image-based diagnostics. This dataset enables researchers to develop and validate algorithms that can accurately identify Esca disease symptoms from leaf images, enhancing early intervention and management strategies in viticulture.		
cited_context	hill banana dataset	https://doi.org/10.3390/agriculture12010009 (2021)	https://www.semanticscholar.org/paper/2f49bbebd95eab84aec41dd82e021b84a2dddeba (2017)	The hill banana dataset is used for classifying leaf diseases in hill bananas through RFC-GLCM-based methods, focusing on image processing techniques. This dataset enables researchers to develop and test algorithms for disease detection, specifically addressing the classification of leaf diseases in hill bananas. The dataset's image-based features are crucial for these methodologies.		
cited_context	HuyDo 2019	https://doi.org/10.1016/j.eswa.2021.114770 (2021)		The HuyDo 2019 dataset is used to diagnose plant diseases in rice leaves by evaluating classification models. It consists of 2370 samples across multiple classes, including healthy plants. Researchers employ this dataset to assess the accuracy and effectiveness of various classification models in identifying specific diseases, thereby enhancing disease diagnosis in agricultural settings.		
cited_context	hyperspectral images infected by esca	https://doi.org/10.1007/s10462-023-10517-0 (2023)	https://doi.org/10.1109/jiot.2021.3097379 (2021)	The 'hyperspectral images infected by esca' dataset is used to classify esca disease in grapes, specifically focusing on the near-infrared spectral range (900-1700nm). It consists of 72 images and supports the development of 3D CNN models for disease detection, enabling researchers to improve the accuracy and efficiency of esca diagnosis in grapevines.		
cited_context	hyperspectral images of downy mildew (DM) disease in watermelon	https://doi.org/10.1007/s00521-023-08693-9 (2023)	https://doi.org/10.3389/fpls.2022.791018 (2022)	The hyperspectral images of downy mildew (DM) disease in watermelon are used to derive vegetation indices and classify the severity stages of downy mildew in watermelon plants. Researchers employ multilayer perceptron (MLP) and decision tree algorithms to train and evaluate models using both laboratory and field images. This dataset enables precise classification of healthy and diseased plants, facilitating the study of disease progression and severity.		
cited_context	IARI-TEBD	https://doi.org/10.1007/s11042-023-14994-x (2023)	https://www.semanticscholar.org/paper/c834bddd5e75a64ca9bb80c195cf84345c38bb9b (1999)	The IARI-TEBD dataset is primarily used to evaluate and train machine learning classifiers for tomato plant disease diagnosis. It focuses on feature extraction and classification accuracy, employing various models and classifiers to assess performance metrics such as accuracy and F1-score. The dataset is utilized in real-field conditions to optimize hyperparameters and enhance the effectiveness of disease identification in tomato crop leaves.		
cited_context | citing_context	ImageNet	https://doi.org/10.3389/fpls.2016.01419 (2016), https://doi.org/10.48550/arXiv.2410.00062 (2024), https://doi.org/10.3844/jcssp.2023.1438.1449 (2023), https://doi.org/10.3389/fpls.2022.813050 (2022), https://doi.org/10.1109/ACCESS.2023.3286935 (2023), https://doi.org/10.3389/fpls.2020.559172 (2021), https://doi.org/10.1007/s11042-022-14004-6 (2022), https://doi.org/10.3390/math10040580 (2022)	https://doi.org/10.1109/CVPR.2009.5206848 (2009), https://doi.org/10.1080/10807039.2022.2064814 (2022)	ImageNet is used for pre-training deep learning models, which are then fine-tuned for plant disease diagnosis, including pumpkin leaf disease classification. It provides a large-scale hierarchical image database, enhancing model performance through transfer learning. This approach improves accuracy and model performance on specific plant disease datasets like PlantVillage.; ImageNet is used to pre-train CNN models like VGG, ResNet, DenseNet, EfficientNet, and MobileNet, which are then fine-tuned for plant disease diagnosis and pest detection. This pre-training enhances object detection and classification accuracy, particularly for identifying 38 categories of plant diseases and detecting Cassava leaf diseases, by improving feature extraction capabilities.		
cited_context	images of cucumber downy mildew	https://doi.org/10.1007/s13198-020-00972-1 (2020)		The 'images of cucumber downy mildew' dataset is used to study cucumber downy mildew by analyzing nearly 93 images obtained from a greenhouse in Tianjin Academy of Agricultural Sciences. The images are captured using a camera and are employed to examine the disease's characteristics and progression. This dataset enables researchers to conduct detailed visual analysis and understand the disease's impact on cucumbers.		
cited_context	imbalance cassava dataset	https://doi.org/10.1109/ACCESS.2022.3141371 (2022)	https://doi.org/10.3389/fpls.2019.00272 (2019)	The imbalance cassava dataset is used to evaluate the accuracy of models in diagnosing cassava diseases, with a focus on addressing class imbalance issues. Researchers employ this dataset to test and improve their models' performance, particularly in scenarios where certain disease classes are underrepresented. This enables more robust and reliable disease diagnosis, enhancing the practical utility of the models in real-world applications.		
cited_context	Indian Brinjal Plant Using Image Data Augmentation	https://doi.org/10.3389/fpls.2023.1225409 (2023)	https://doi.org/10.1088/1757-899X/1065/1/012041 (2021)	The 'Indian Brinjal Plant Using Image Data Augmentation' dataset is used to expand the number of images available for training machine learning models, increasing the dataset from 350 to 39,010 images. This augmented dataset covers six plant diseases and healthy leaves, enabling more robust training and improving the accuracy of disease classification models. The dataset's extensive size and diversity enhance the model's ability to generalize and detect various diseases effectively.		
cited_context | citing_context	IP102	https://doi.org/10.14569/ijacsa.2022.0130947 (2022), https://doi.org/10.48550/arXiv.2407.14911 (2024), https://doi.org/10.34133/plantphenomics.0054 (2023), https://doi.org/10.3390/insects14030278 (2023), https://doi.org/10.1109/CVPR.2019.00899 (2019), https://doi.org/10.1007/s13762-022-04277-7 (2022), https://doi.org/10.1016/j.ecoinf.2021.101515 (2021), https://doi.org/10.1109/ACCESS.2019.2938194 (2019), https://doi.org/10.1109/TIP.2021.3049334 (2021), https://doi.org/10.1186/s13007-021-00722-9 (2021)	https://doi.org/10.1109/CVPR.2019.00899 (2019)	The IP102 dataset is primarily used for insect pest recognition and classification, featuring 164,700 images to train and evaluate models. It serves as a benchmark for large-scale insect pest recognition, supporting the development and evaluation of deep learning models, particularly in field crops. Researchers use it to enhance model performance, test real-time mobile device-based detection, and address limitations in smaller datasets, focusing on accuracy, efficiency, and the identification of 102 common crop pests.; The IP102 dataset is primarily used as a benchmark for insect pest recognition, supporting the training and evaluation of machine learning models for large-scale pest classification in agricultural settings. It contains 75,000 images across 102 categories, enabling researchers to develop and fine-tune models for accurate pest identification. The dataset is also utilized to extract handcrafted features for plant disease diagnosis and to compare the performance of different models, including deep convolutional networks, in pest recognition tasks.		
cited_context | citing_context	IPM dataset	https://doi.org/10.1109/ACCESS.2023.3284760 (2023), https://doi.org/10.1109/ICECE57408.2022.10088587 (2022)	https://doi.org/10.1016/J.COMPAG.2018.10.016 (2018), https://doi.org/10.3389/fpls.2016.01419 (2016)	The IPM dataset is used to evaluate the performance of GoogleNet in detecting plant diseases, focusing on accuracy and F1 scores through spectral feature analysis. This dataset enables researchers to assess machine learning models' effectiveness in disease detection, providing a benchmark for comparing different algorithms.; The IPM dataset is used to assess the performance of trained models, particularly GoogleNet, in image-based plant disease detection. It focuses on evaluating accuracy and robustness, specifically measuring F1 scores and accuracy in identifying laurel wilt disease and nutritional deficiencies in avocado. This dataset enables researchers to test and compare the effectiveness of different machine learning models in diagnosing plant diseases through images.		
cited_context	IRRI	https://doi.org/10.1007/s11831-021-09588-5 (2021)	https://doi.org/10.1109/ICASERT.2019.8934568 (2019)	The IRRI dataset is used for rice disease identification and classification, providing images and data to train and evaluate machine learning models. This enables researchers to develop and test algorithms that can accurately diagnose rice diseases, enhancing agricultural productivity and sustainability.		
cited_context	Kaggle dataset	https://doi.org/10.24002/jbi.v13i1.5022 (2022), https://doi.org/10.3390/agriculture11080707 (2021)	https://doi.org/10.3389/fpls.2017.01852 (2017)	The Kaggle dataset is primarily used for plant disease diagnosis, focusing on achieving high testing accuracy (97.1%) through the training and evaluation of deep learning models. It serves as a valuable resource due to its large set of labeled images of diseased and healthy plants, enhancing model training and classification effectiveness. The dataset's size and quality are crucial in improving the performance of these models, making it a key tool in plant disease classification research.		
cited_context	Kaggle PlantPathology Apple Dataset	https://doi.org/10.3390/AI2030026 (2021)		The Kaggle PlantPathology Apple Dataset is used to collect and classify images of apple diseases, specifically scab and rust, for disease diagnosis. Researchers employ image classification methodologies to construct a comprehensive dataset, enabling accurate identification and differentiation of these diseases. This dataset supports research focused on improving disease recognition and management in apple cultivation.		
cited_context	leaf disease set	https://doi.org/10.1109/TIP.2021.3049334 (2021)	https://doi.org/10.1016/j.compag.2018.01.009 (2018)	The 'leaf disease set' is used to fine-tune deep learning models such as VGG, ResNet50, and GoogleNet for plant disease detection. Research focuses on enhancing model accuracy in identifying various crop diseases. This dataset enables researchers to improve the precision of disease identification through advanced neural network architectures, contributing to more effective plant health management.		
cited_context	leaf image database for cucumber diseases	https://doi.org/10.1016/j.compag.2017.01.014 (2017)	https://doi.org/10.1016/J.COMPAG.2010.06.009 (2010)	The leaf image database for cucumber diseases is used to evaluate and compare the performance of feature extraction methods for cucumber disease recognition. Research focuses on assessing the accuracy and effectiveness of different classification approaches, enabling the development and refinement of algorithms for disease recognition.		
cited_context	leaf images taken in the field by AI lab in cooperation with the National Crops Resources Institute (NaCRRI)	https://doi.org/10.1109/ACCESS.2022.3142817 (2022)		The dataset of leaf images, taken in the field by the AI lab in cooperation with NaCRRI, is used for diagnosing plant diseases, particularly focusing on disease manifestation in crops. It includes expert-annotated images, enabling classification of leaves into healthy and diseased categories, such as angular leaf spot. The dataset, comprising 1296 images across 3 classes, is utilized to train and evaluate machine learning models for plant disease diagnosis, specifically on bean leaf images.		
cited_context	Leaflet Cassava Dataset	https://doi.org/10.1109/TIP.2021.3049334 (2021)	https://doi.org/10.1155/2016/3289801 (2016)	The Leaflet Cassava Dataset is primarily used for training and evaluating machine learning models to recognize and classify cassava diseases through leaf image analysis. It contains 9,436 images of cassava leaves, enabling researchers to develop and test algorithms for disease detection. This dataset supports the identification of specific cassava diseases, enhancing agricultural practices and disease management strategies.		
cited_context | citing_context	LifeCLEF 2015	https://doi.org/10.46604/ijeti.2021.8244 (2021), https://www.semanticscholar.org/paper/b4a019ec09057a53674ddedccd39197c1d492615 (2017)	https://doi.org/10.1016/j.neucom.2017.01.018 (2017), https://doi.org/10.1109/CVPR.2014.81 (2013)	The LifeCLEF 2015 dataset is used to evaluate factors affecting the performance of deep convolutional neural networks (DCNNs) in plant identification tasks. Research focuses on optimizing transfer learning parameters to enhance model accuracy. This dataset enables detailed analysis of how different configurations impact DCNN performance, providing insights into effective methodologies for plant recognition.; The LifeCLEF 2015 dataset is used to train and evaluate plant task models, focusing on improving model accuracy through transfer learning and data augmentation techniques. This dataset enables researchers to enhance the performance of machine learning models in plant-related tasks, providing a robust foundation for developing more accurate and reliable plant identification systems.		
cited_context	LSSC	https://doi.org/10.1007/s11760-020-01780-7 (2020)	https://doi.org/10.1007/s00138-013-0530-0 (2013)	The LSSC dataset is used for leaf image segmentation in semi-controlled conditions, specifically to improve segmentation accuracy under varying lighting and background conditions. Researchers employ this dataset to develop and test segmentation algorithms, addressing challenges such as inconsistent illumination and complex backgrounds. This enhances the precision of leaf feature extraction, crucial for subsequent analysis in plant science.		
cited_context	mango leaves of Bangladesh	https://doi.org/10.1016/j.dib.2023.108941 (2022)	https://doi.org/10.4135/9781483346229.n335 (2015)	The 'mango leaves of Bangladesh' dataset is used to predict mango diseases through transfer learning. Its large size enables generalization of disease prediction models to other countries, enhancing the applicability and robustness of these models in diverse agricultural settings.		
cited_context	Microsoft COCO	https://doi.org/10.48550/arXiv.2309.01903 (2023)		The Microsoft COCO dataset is used as pre-training data for the YOLOv5-L6 model, enhancing its object detection capabilities. This pre-training step improves the model's performance during the fine-tuning phase, specifically for plant disease diagnosis. The dataset's rich and diverse set of annotated images enables the model to learn robust feature representations, which are crucial for accurate disease detection.		
citing_context	Multi-class pest dataset 2018 (MPD2018)	https://doi.org/10.1155/2022/5862600 (2022)	https://doi.org/10.1109/ACCESS.2019.2909522 (2019)	The Multi-class pest dataset 2018 (MPD2018) is used for multi-class pest detection and classification, specifically to identify similar pests across different categories. Researchers employ a Convolutional Neural Network (CNN) model to analyze the dataset, enabling accurate classification of pests. This approach addresses the challenge of distinguishing between visually similar pests, enhancing the precision of pest management strategies.		
cited_context	multispectral image sample data for Sentinel-2	https://doi.org/10.3389/fpls.2022.1029529 (2022)	https://doi.org/10.1063/1.44433 (1993)	The multispectral image sample data for Sentinel-2 is used to train and validate the Random Forest (RF) algorithm for image classification, comparing its accuracy with other algorithms such as Spectral Angle Mapper (SAM), Support Vector Machine (SVM), Decision Tree (DT), and Backpropagation Neural Network (BP). This dataset enables researchers to evaluate and optimize different classification methods, enhancing the precision of land cover and environmental monitoring applications.		
citing_context	National Crop Pest Management System (NCPMS)	https://doi.org/10.3390/s23115032 (2023)	https://doi.org/10.4018/978-1-7998-2108-3.ch008 (2021)	The National Crop Pest Management System (NCPMS) dataset is used to enhance automated crop disease monitoring and management systems by integrating real-time data for diagnosis and treatment prescription. It supports the collection and management of plant disease information, facilitating the training of AI models and integration with IoT systems, thereby improving scalability and system functionality.		
cited_context	natural images of healthy and diseased rice leaves and stems	https://doi.org/10.1155/2022/2845320 (2022)	https://doi.org/10.1016/j.neucom.2017.06.023 (2017)	The dataset of natural images of healthy and diseased rice leaves and stems is used to train and test a Convolutional Neural Network (CNN) model for identifying 10 common rice diseases. The images, captured from an experimental field, enable researchers to develop and validate machine learning models specifically tailored for disease identification in rice plants. This approach supports accurate disease diagnosis, which is crucial for effective agricultural management and crop health monitoring.		
cited_context	NBAIR	https://doi.org/10.1016/j.ecoinf.2021.101515 (2021)	https://www.semanticscholar.org/paper/eb42cf88027de515750f230b23b1a057dc782108 (2014)	The NBAIR dataset is used to train and evaluate models for automatic feature extraction and learning, focusing on the detection of field crop insects and stored-grain pests. It supports the application of deep learning techniques in agricultural pest management, evaluating model performance across 24 to 40 classes of insects and pests. This dataset enables researchers to assess the effectiveness of pretrained CNNs and other models in identifying and managing agricultural pests.		
cited_context	new dataset for wheat disease classification	https://doi.org/10.3390/s23208519 (2023)	https://doi.org/10.3390/agriculture12081226 (2022)	The 'new dataset for wheat disease classification' is used to classify brown-and yellow-rusted diseases in wheat through advanced machine learning techniques, focusing on image-based disease diagnosis. This dataset enables researchers to develop and validate models for accurate detection of these specific diseases, enhancing the precision of disease identification in wheat crops.		
cited_context	NIR and VR images	https://doi.org/10.1016/J.BIOSYSTEMSENG.2015.01.003 (2015)	https://doi.org/10.1007/S11694-011-9112-X (2011)	The 'NIR and VR images' dataset is used to assess Fusarium damage in wheat kernels through Vis/NIR hyperspectral imaging techniques. This methodology analyzes kernel health and disease presence, enabling researchers to accurately detect and quantify Fusarium damage, which is crucial for ensuring grain quality and food safety.		
cited_context | citing_context	NLB dataset for maize plant	https://doi.org/10.1186/s12870-024-04825-y (2024), https://doi.org/10.1109/ACCESS.2023.3240100 (2023)	https://doi.org/10.1002/jsfa.12700 (2023), https://doi.org/10.1094/PHYTO-11-16-0417-R (2017)	The NLB dataset for maize plant is primarily used to train and evaluate machine learning models for detecting Northern Leaf Blight in maize plants. It employs image recognition techniques and high-resolution images to develop accurate diagnostic tools, enabling precise disease identification in agricultural settings. This dataset supports research in plant disease diagnosis across multiple species, enhancing the robustness and applicability of image-based classification methods.; The NLB dataset is used for identifying Northern Leaf Blight disease lesions in maize plants through deep learning models, utilizing both field imagery and UAV images. This dataset enables researchers to develop and validate algorithms that can accurately detect NLB symptoms, enhancing early disease identification and management strategies.	NLB dataset	
cited_context	NLB disease images	https://doi.org/10.1007/s11042-022-14004-6 (2022)	https://doi.org/10.2135/tppj2019.03.0006 (2019)	The NLB disease images dataset is used to develop systems for detecting Northern Leaf Blight disease in maize plants, specifically through image analysis from field settings. This involves employing image processing techniques to identify disease symptoms, enabling researchers to enhance early detection and monitoring methods in agricultural contexts.		
cited_context	dataset of 5000 images captured through a camera from tomato farms located in Korea	https://doi.org/10.3390/s21144749 (2021)	https://doi.org/10.3390/s17092022 (2017)	The dataset of 5000 images from Korean tomato farms is used to train and evaluate deep learning models, specifically VGG-16 and various ResNet architectures, for real-time tomato plant disease and pest recognition. This enables researchers to develop more accurate and efficient diagnostic tools, enhancing the precision of disease and pest detection in agricultural settings.		
cited_context	dataset of 5235 tomato images	https://doi.org/10.3390/ai4040050 (2023)	https://doi.org/10.1080/08839514.2021.1972254 (2021)	The dataset of 5235 tomato images is used to detect T. absoluta damage on tomato plants through computer vision techniques. Specifically, the research focuses on segmenting damage areas within the images. This methodology enables precise identification and analysis of pest damage, facilitating more accurate and efficient plant health monitoring.		
citing_context	dataset of 7046 images	https://doi.org/10.1109/CISES58720.2023.10183522 (2023)	https://doi.org/10.3390/app121910167 (2022)	The dataset of 7046 images is used to train and evaluate deep learning models, specifically YOLO v3, R, and v5, for identifying insect pests. It achieves accuracies ranging from 74.6% to 79.8%. The dataset's diverse range of pest images supports research focused on improving the accuracy and efficiency of pest detection models.		
citing_context	dataset of healthy and anthracnose-infected leaves	https://doi.org/10.1109/ICCIT60459.2023.10441146 (2023)	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	The dataset of healthy and anthracnose-infected leaves is used to train and evaluate a TinyML-based disease detection system. This focuses on optimizing precision, memory, and latency for accurate anthracnose detection in leaves. The dataset enables researchers to develop efficient, resource-constrained models for real-time disease identification.		
cited_context	datasets of healthy and diseased plants	https://doi.org/10.3389/fpls.2017.01852 (2017)	https://doi.org/10.1038/187542A0 (1960)	The dataset of healthy and diseased plants is used to train and evaluate machine learning models for automated image recognition of plant diseases. Research focuses on distinguishing between healthy and diseased plant images, emphasizing the accuracy and robustness of the models. This enables researchers to develop reliable diagnostic tools for plant health monitoring.		
cited_context	dataset of leaf images from various plant species	https://www.semanticscholar.org/paper/b74461a923beb76a5fd18f08cae4291bd4ef3127 (2023)	https://doi.org/10.1007/s00371-021-02164-9 (2021)	The dataset of leaf images from various plant species is used to train and test a Convolutional Neural Network (CNN) model for distinguishing between healthy and pathological leaves. This focuses on real-time detection and identification of plant leaf diseases, enabling rapid and accurate disease recognition in agricultural settings.		
citing_context	dataset of more than 15000 images of plant leaves	https://doi.org/10.1109/SCEECS64059.2025.10940561 (2025)	https://doi.org/10.14569/ijacsa.2022.0130484 (2022)	The dataset of over 15,000 plant leaf images is used to train VGG-16 neural networks for detecting early signs of plant diseases, achieving an accuracy of 95.2%. This research aims to maximize crop yields by identifying diseases at early stages. The dataset's focus on leaf images supports the development and validation of machine learning models for disease detection.		
cited_context	dataset of more than 80,000 images	https://doi.org/10.1016/j.compag.2019.105093 (2019)	https://www.semanticscholar.org/paper/9fcecc67da35c6af6defd6825875a49954f195e9 (2017)	The dataset of more than 80,000 images is used to train and test CNN architectures for classifying 58 distinct plant diseases across 25 crops, achieving over 99% accuracy. It supports high-accuracy disease diagnosis in agricultural settings, employing deep learning techniques to improve classification accuracy and distinguish among various plant diseases, including banana leaf diseases.		
