rank	corpus_id	title	confidence	is_relevant	reasoning
80	254927460	Modeling resistance of colorectal peritoneal metastases to immune checkpoint blockade in humanized mice	0.000	False	The paper does mention 'colorectal' and 'metastasis', but it does not explicitly mention 'liver metastasis' or 'CRLM'. It also mentions 'single-cell RNA sequencing', which satisfies the methodology requirement. However, due to the lack of specific reference to liver metastasis in the context of colorectal cancer, the paper is marked as not relevant.
81	238721504	Cancer gene related characterization of patterns and point of recurrence after resection of colorectal liver metastases	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM) is present', 'Required Elements': {'single-cell RNA sequencing': 'not present'}}
82	256002511	Single-cell exome sequencing reveals multiple subclones in metastatic colorectal carcinoma	1.000	True	{'Condition Object': 'Colorectal cancer (CRC) with liver metastases', 'Required Elements': {'single-cell technique': 'single-cell exome sequencing', 'site/disease': 'colorectal cancer (CRC) ... liver metastases'}}
83	274595445	Cryoablation-induced neutrophil Ca2+ elevation and NET formation exacerbate immune escape in colorectal cancer liver metastasis	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'disease + site': ['colorectal cancer', 'liver metastasis'], 'methodology': ['single-cell transcriptomic sequencing']}}
84	280284490	Targeting SPHK1 in macrophages remodels the tumor microenvironment and enhances anti-PD-1 immunotherapy efficacy in colorectal cancer liver metastasis.	0.000	False	The Condition Object 'colorectal liver metastases CRLM' is present with terms 'colorectal cancer liver metastasis (CRLM)' in the title and abstract. However, none of the allowed exact variants for single-cell RNA sequencing (['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']) are mentioned in the title or abstract, making it NOT RELEVANT.
85	274989794	FGF19‐Activated Hepatic Stellate Cells Release ANGPTL4 that Promotes Colorectal Cancer Liver Metastasis	1.000	True	{'Condition Object': 'Colorectal liver metastasis (CRC liver metastasis, CRCLM)', 'Required Elements': {'single-cell RNA sequencing': 'single‐cell RNA sequencing', 'colorectal liver metastasis': 'CRC liver metastasis (CRCLM)'}}
86	273547431	PLXNB1/SEMA4D signals mediate interactions between malignant epithelial and immune cells to promote colorectal cancer liver metastasis	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'disease + site': ['colorectal cancer (CRC)', 'liver metastases (LM)'], 'methodology': ['single‐cell sequencing data']}}
87	273456407	Disrupting CENP-N mediated SEPT9 methylation as a strategy to inhibit aerobic glycolysis and liver metastasis in colorectal cancer.	0.000	False	{'Condition Object': 'colorectal cancer and liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'not found', 'colorectal liver metastasis': "found ('colorectal cancer' and 'liver metastasis')"}}
88	280669474	Single-cell transcriptomic analysis reveals a metastasis-associated PCSK1+ neuroendocrine subpopulation in pancreatic neuroendocrine tumors.	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases CRLM' is not present.", 'Required Elements': {'single-cell RNA sequencing': 'Not explicitly mentioned.', 'colorectal liver metastasis/CRLM': 'Not explicitly mentioned.'}}
89	214095509	Abstract 4489: IL-10 blockade reactivates antitumor immunity in human colorectal cancer liver metastases	1.000	True	{'Condition Object': 'colorectal cancer liver metastases (CRCLM)', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing (scRNAseq)', 'colorectal liver metastasis': 'colorectal cancer liver metastases (CRCLM)'}}
90	278012793	Abstract 3454: Charting single-cell metabolism co-evolution during metastasis	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing', 'colorectal liver metastasis': 'colorectal cancer liver metastasis'}}
91	245917259	Upper transversal hepatectomy with double hepatic vein resection and reconstruction to treat colorectal cancer liver metastases at the hepatocaval confluence: a strategy to achieve R0 liver-sparing resection	0.000	False	The title and abstract do not contain any of the required elements ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']. The condition object 'colorectal liver metastases' is mentioned, but the required methodology is missing.
92	229314862	A single cell atlas of the human liver tumor microenvironment	0.000	False	The abstract mentions 'single cell RNA‐sequencing' and 'liver metastases', but it does not explicitly mention 'colorectal' or 'CRC'. Therefore, the specific condition object 'Colorectal liver metastases CRLM' is not fully satisfied.
93	252070246	Patient‐Derived Organoids from Colorectal Cancer with Paired Liver Metastasis Reveal Tumor Heterogeneity and Predict Response to Chemotherapy	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis (CRLM)', 'Required Elements': {'single-cell RNA sequencing': 'single‐cell sequencing', 'colorectal liver metastasis': 'colorectal cancer liver metastasis (CRLM)'}}
94	271599148	Machine learning-based screening and validation of liver metastasis-specific genes in colorectal cancer	0.000	False	The required element 'single cell' or any of its variants ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'] is missing from the title and abstract.
95	279262297	Enhancer RNAs profiling in colorectal cancer liver metastases reveals novel molecular subtypes with prognostic and therapeutic relevance	0.000	False	The paper does not explicitly mention any of the allowed exact variants for single-cell techniques (e.g., 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'). The paper focuses on enhancer RNAs (eRNAs) in colorectal cancer liver metastases (CRLM), but it does not specify the use of single-cell RNA sequencing.
96	247611854	MGP promotes CD8+ T cell exhaustion by activating the NF-κB pathway leading to liver metastasis of colorectal cancer	1.000	True	{'Condition Object': 'colorectal cancer (CRC) liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing', 'colorectal liver metastasis': 'CRC liver metastasis'}}
97	206235178	Single-cell DNA sequencing reveals a late-dissemination model in metastatic colorectal cancer	0.000	False	{'Condition Object': 'metastatic colorectal cancer (CRC) with matched liver metastases', 'Required Elements': {'single-cell technique': 'single-cell DNA sequencing', 'site/disease': 'colorectal cancer (CRC) patients with matched liver metastases'}, 'Missing Elements': ['single-cell RNA sequencing']}
98	274135873	Abstract C019: IL27R signaling regulates neutrophils maturation, activation and function in colorectal cancer-liver metastases	1.000	True	{'Condition Object': 'colorectal cancer-liver metastasis', 'Required Elements': {'single-cell technique': 'single-cell sequencing', 'site/disease': 'CRC-liver metastasis'}}
99	270146835	Integrated analysis of colorectal cancer metastasis identifies characteristics of tumor cell during metastasis	1.000	True	{'Condition Object': 'colorectal cancer metastasis', 'Required Elements': {'disease + site': ['colorectal cancer', 'liver metastases'], 'methodology': ['single-cell RNA sequence']}}
100	252627515	Identification of Biomarkers Associated with Liver Metastasis Progression from Colorectal Cancer Using Exosomal RNA Profiling	0.000	False	{'Condition Object': "Colorectal liver metastasis (CRLM) is mentioned as 'liver metastasis from mCRC' in the abstract.", 'Required Elements': {'single-cell RNA sequencing': 'Not explicitly mentioned. The study uses RNA sequencing but does not specify single-cell RNA sequencing.', 'data modality': 'Exosomal RNA is mentioned, which is a specific type of RNA but not single-cell.', 'organism': 'Human is implied but not explicitly stated.', 'site': 'Liver metastasis is mentioned.'}}
101	248359075	High-Throughput Profiling of Colorectal Cancer Liver Metastases Reveals Intra- and Inter-Patient Heterogeneity in the EGFR and WNT Pathways Associated with Clinical Outcome	0.000	False	The required element 'single cell' or its variants (e.g., 'single-cell', 'single cell rna sequencing', etc.) is not explicitly mentioned in the title or abstract.
102	277110019	Site-dependent Treg cell transcriptional reprograming in a metastatic colorectal cancer model holds prognostic significance	0.000	False	{'Condition Object': 'metastatic colorectal cancer', 'Required Elements': {'site': 'liver metastasis/liver mets/CRLM - not explicitly mentioned', 'methodology': 'single cell/single-cell/single cell rna sequencing/single-cell rna sequencing/scrna-seq/scrnaseq - not explicitly mentioned'}}
103	2884261	Transcriptome analysis in primary colorectal cancer tissues from patients with and without liver metastases using next‐generation sequencing	0.000	False	The paper does not explicitly mention 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', or 'scrnaseq'. It only mentions 'next-generation sequencing' which is a broader term and does not specifically refer to single-cell RNA sequencing.
104	268646839	Abstract 881: Cell-type-specific gene programs suggest immune and stromal drivers of relapse in colorectal cancer	1.000	True	{'Condition Object': 'colorectal cancer (CRC) ... liver metastases', 'Required Elements': {'disease + site': 'colorectal cancer (CRC) ... liver metastases', 'methodology': 'single cell sequencing (scRNASeq)', 'data modality': 'gene expression', 'organism': 'human (implied by patient samples)'}}
105	260948569	Predictive Genetic Biomarkers for the Development of Peritoneal Metastases in Colorectal Cancer	0.000	False	{'Condition Object': 'Colorectal liver metastases (CRLM)', 'Required Elements': {'single cell RNA sequencing': 'Not found', 'colorectal liver metastasis': "Found 'colorectal' but not 'liver metastasis', 'liver mets', or 'CRLM'"}}
106	216375858	Abstract GS6-05: A joint atlas of single-cell and bulk RNA-seq in metastatic breast cancer allows inference of oncogenic and drug-resistant transcriptional programs in malignant cells and the tumor microenvironment	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' or 'CRLM' is not mentioned.", 'Required Elements': {'single-cell RNA sequencing': "Mentioned as 'single-cell RNA seq'.", 'colorectal liver metastasis/CRLM': "Not mentioned. The abstract mentions 'liver metastases' but does not specify 'colorectal'."}}
107	254046388	Single-cell analyses reveal the therapeutic effects of ATHENA and its mechanism in a rhabdomyosarcoma patient	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' or 'CRLM' is not mentioned.", 'Required Elements': {'Single-cell RNA sequencing': "Mentioned as 'single-cell RNA sequencing'.", 'Colorectal liver metastases/CRLM': "Not mentioned. The abstract mentions 'rhabdomyosarcoma with pulmonary and liver metastases', but not specifically colorectal liver metastases."}}
108	232773180	Pilot Clinical Trial of Perioperative Durvalumab and Tremelimumab in the Treatment of Resectable Colorectal Cancer Liver Metastases	0.000	False	The paper does mention 'colorectal cancer liver metastases' which satisfies the Condition Object. However, it does not explicitly mention any of the allowed exact variants for single-cell RNA sequencing techniques (e.g., 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'). Therefore, it is marked as NOT RELEVANT.
109	263513518	Comprehensive genomic analysis contrasting primary colorectal cancer and matched liver metastases.	0.000	False	{'Condition Object': 'colorectal liver metastasis (CRLM) is mentioned', 'Required Elements': {'single-cell RNA sequencing': 'not mentioned', 'data modality': 'genomic analysis, whole-exome sequencing, cancer gene panels, microarray gene expression profiling are mentioned but not single-cell RNA sequencing'}}
110	278025116	Abstract 2566: Dissecting PDAC cell-microenvironment interplay in liver metastasis by single cell analysis	0.000	False	{'Condition Object': "The condition object 'Colorectal liver metastases CRLM' is not mentioned. The paper focuses on 'Pancreatic ductal adenocarcinoma (PDAC)' and its liver metastasis.", 'Required Elements': {'single cell RNA sequencing': "The term 'single cell' is mentioned, but it is not specified as 'single cell RNA sequencing'.", 'colorectal liver metastasis/CRLM': "The term 'colorectal' or 'CRC' is not mentioned. The focus is on 'PDAC' (pancreatic ductal adenocarcinoma)."}}
111	247439538	Resolving clonal substructure from single cell genomic data using CopyKit	0.000	False	The title and abstract do not contain any of the required elements 'colorectal', 'CRC', 'liver metastasis', 'liver mets', 'CRLM', or any variant of 'single cell' or 'single-cell' RNA sequencing.
112	89463420	Abstract 157: Single-cell DNA sequencing identifies a late dissemination model in metastatic colorectal cancer	0.000	False	{'Condition Object': 'metastatic colorectal cancer (mCRC) and liver metastases', 'Required Elements': {'single-cell technique': 'single cell DNA sequencing', 'site/disease': 'primary tumors and liver metastases from two mCRC patients'}, 'Missing Elements': ['single-cell RNA sequencing']}
113	259925622	Interrogating colorectal cancer metastasis to liver: a search for clinically viable compounds and mechanistic insights in colorectal cancer Patient Derived Organoids	0.000	False	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'missing', 'colorectal liver metastasis': 'present'}}
114	212114543	B Cells as Prognostic Biomarker After Surgery for Colorectal Liver Metastases	0.000	False	{'Condition Object': 'Colorectal liver metastases (CRLM) is mentioned in both the title and abstract.', 'Required Elements': {'single cell RNA sequencing': "Not explicitly mentioned. The abstract mentions 'mRNA sequencing' but does not specify 'single cell' or any of its allowed variants."}}
115	277742932	Integration of scRNA-Seq and Bulk RNA-Seq Identifies Circadian Rhythm Disruption-Related Genes Associated with Prognosis and Drug Resistance in Colorectal Cancer Patients	0.000	False	While the terms 'colorectal cancer', 'CRC', and 'single-cell RNA sequencing' are present, the specific term 'liver metastasis' or any of its allowed variants ('liver mets', 'CRLM') is not explicitly mentioned in the context of colorectal liver metastases. The mention of 'liver metastasis samples' does not specify that it is related to colorectal cancer.
116	270981437	miR-455/GREM1 axis promotes colorectal cancer progression and liver metastasis by affecting PI3K/AKT pathway and inducing M2 macrophage polarization	0.000	False	The required element 'single cell' or any of its variants is not mentioned in the title or abstract.
117	278325902	Netrin-1 regulates colorectal cancer stem cell self-renewal via a TFF3 dependent paracrine survival mechanism	0.000	False	{'Condition Object': 'colorectal cancer', 'Required Elements': {'colorectal liver metastasis': 'missing', 'single cell RNA sequencing': 'missing'}}
118	277852236	PDT-regulated immune gene prognostic model reveals tumor microenvironment in colorectal cancer liver metastases	1.000	True	{'Condition Object': 'colorectal cancer liver metastasis', 'Required Elements': {'disease_site': 'colorectal cancer liver metastasis', 'methodology': 'single-cell sequencing'}}
119	268041970	Detecting phenotype-specific tumor microenvironment by merging bulk and single cell expression data to spatial transcriptomics	0.000	False	The title and abstract do not contain the required elements 'colorectal', 'liver metastasis'/'liver mets'/'CRLM', or any of the allowed variants for 'single-cell RNA sequencing'.
120	233429233	Comprehensive genomic analysis contrasting primary colorectal cancer and matched liver metastases: a retrospective study	0.000	False	{'Condition Object': 'colorectal liver metastasis (CRLM) is mentioned', 'Required Elements': {'single cell RNA sequencing': 'not mentioned', 'data modality': 'genomic analysis, whole-exome sequencing, cancer gene panels, and microarray gene expression profiling are mentioned but not single-cell RNA sequencing'}}
121	250460465	Genomic Predictors of Recurrence Patterns After Complete Resection of Colorectal Liver Metastases and Adjuvant Hepatic Artery Infusion Chemotherapy by Narayan et al.	0.000	False	The title and abstract do not contain any of the required elements ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']. The condition object (colorectal liver metastases) is mentioned, but the required methodology is missing.
122	252521204	AADAC protects colorectal cancer liver colonization from ferroptosis through SLC7A11-dependent inhibition of lipid peroxidation	0.000	False	The required element 'single cell' or any of its variants is not mentioned in the title or abstract.
123	246072484	Exploratory biomarker analyses of the single-arm, phase 2 study of regorafenib plus nivolumab in patients (pts) with mismatch repair-proficient (pMMR)/microsatellite stable (MSS) colorectal cancer (CRC).	0.000	False	{'Condition Object': "colorectal cancer (CRC) is mentioned, but not specifically 'colorectal liver metastasis' or 'CRLM'", 'Required Elements': {'single-cell RNA sequencing': 'Not explicitly mentioned', 'colorectal liver metastasis/CRLM': 'Not explicitly mentioned'}}
124	255844005	Transcriptome analysis of paired primary colorectal carcinoma and liver metastases reveals fusion transcripts and similar gene expression profiles in primary carcinoma and liver metastases	0.000	False	{'Condition Object': "colorectal liver metastases (CRLM) is mentioned as 'liver metastases' and 'primary colorectal cancers (CRC)'", 'Required Elements': {'single-cell RNA sequencing': "Not explicitly mentioned. Closest term is 'high-throughput transcriptome sequencing'.", 'colorectal liver metastasis': "Explicitly mentioned as 'primary colorectal cancers (CRC)' and 'liver metastases'."}}
125	274461563	High‐Throughput Single‐Nucleus RNA Profiling of Minimal Puncture FFPE Samples Reveals Spatiotemporal Heterogeneity of Cancer	1.000	True	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'disease_site': 'colorectal cancer patients pre‐ and post‐immunotherapy, the cellular developmental trajectories are reconstructed and revealed dynamic s', 'methodology': 'single‐nucleus RNA sequencing (snRNA‐seq)', 'data_modality': 'FFPE samples of liver metastases'}}
126	254032842	Integrated Multi-Omics Landscape of Liver Metastases.	0.000	False	The required elements 'colorectal' or 'CRC' and 'liver metastasis' or 'liver mets' or 'CRLM' are not explicitly present in the title or abstract. The abstract mentions 'liver metastases' but does not specify colorectal origin. The single-cell technique is mentioned ('single-cell transcriptomic sequencing') but without the necessary disease/site context.
127	234793465	Genome variation in colorectal cancer patient with liver metastasis measured by whole-exome sequencing.	0.000	False	{'Condition Object': 'colorectal cancer patient with liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'not found', 'colorectal liver metastasis': "found ('colorectal cancer', 'liver metastasis')"}}
128	257446307	Lymphatic invasion of plakoglobin-dependent tumor cell clusters drives formation of polyclonal lung metastases in colon cancer.	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is partially mentioned as 'colon cancer' and 'liver metastases', but not explicitly as 'colorectal liver metastases' or 'CRLM'.", 'Required Elements': {'Single-cell RNA sequencing': "The term 'single-cell RNA sequencing' or any of its allowed variants is not mentioned in the title or abstract.", 'Site/Disease': "While 'colon cancer' and 'liver metastases' are mentioned, they do not explicitly form the phrase 'colorectal liver metastases' or 'CRLM'."}}
129	274937754	Gene expression adaptation of metastases to their host tissue	1.000	True	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'disease_site': ['colorectal adenocarcinoma', 'liver metastasis'], 'methodology': ['single-cell RNA-sequencing']}}
130	251281802	Detecting and monitoring tumors in orthotopic colorectal liver metastatic animal models with high-resolution ultrasound	0.000	False	The title and abstract do not contain any of the required elements ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']. The site/disease constraint 'colorectal liver metastasis'/'CRLM' is also not explicitly mentioned.
131	273945058	Liver metastases reprogram neutrophils to potentiate cancer progression	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is not explicitly mentioned. The abstract discusses liver metastases but does not specify colorectal origin.", 'Required Elements': {'Single-cell RNA sequencing': "The term 'single cell RNA sequencing' is mentioned in the abstract.", 'Colorectal liver metastasis': "The specific term 'colorectal liver metastasis' or its variants ('CRLM', 'colorectal liver mets') is not mentioned."}}
132	250341139	Single cell multi-omic mapping of subclonal architecture and pathway phenotype in primary gastric and metastatic colon cancers	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is partially mentioned as 'metastatic colon cancers', but 'liver metastasis'/'CRLM' is missing.", 'Required Elements': {'single-cell RNA sequencing': "The term 'single cell' is present, which is a valid variant.", 'colorectal liver metastasis': "The term 'colorectal' is not explicitly mentioned, and 'liver metastasis'/'CRLM' is also missing."}}
133	4003448	The adaptation of colorectal cancer cells when forming metastases in the liver: expression of associated genes and pathways in a mouse model	0.000	False	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'single-cell technique': 'missing', 'site/disease': 'colorectal cancer cells, metastases in the liver'}}
134	279413258	Imiquimod-Loaded Phospholipid-Free Small Unilamellar Vesicles Activate the Tumor Immune Microenvironment to Treat Liver Cancer and Liver Metastases.	0.000	False	The abstract mentions 'colorectal cancer' and 'liver metastases', but does not explicitly mention any of the single-cell RNA sequencing variants ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'].
135	261548963	Primary Colorectal Tumor Displays Differential Genomic Expression Profiles Associated with Hepatic and Peritoneal Metastases	0.000	False	{'Condition Object': 'Colorectal liver metastases CRLM', 'Required Elements': {'single cell RNA sequencing': 'Not found', 'colorectal liver metastasis': "Found 'colorectal' and 'liver' but not in the context of 'metastasis' or 'CRLM'"}}
136	6303480	Transcriptome analysis of paired primary colorectal carcinoma and liver metastases reveals fusion transcripts and similar gene expression profiles in primary carcinoma and liver metastases	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM)', 'Required Elements': {'single cell RNA sequencing': 'Not found', 'colorectal liver metastasis': "Found 'colorectal cancers (CRC)' and 'liver metastases' but not as a combined term"}}
137	255843176	The adaptation of colorectal cancer cells when forming metastases in the liver: expression of associated genes and pathways in a mouse model	0.000	False	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'single-cell technique': "Not found. Variants checked: ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']", 'site/disease': "Found: 'colorectal cancer' and 'liver' but not explicitly 'liver metastasis' or 'CRLM'"}}
138	3515578	Central, But Not Peripheral, Circulating Tumor Cells are Prognostic in Patients Undergoing Resection of Colorectal Cancer Liver Metastases	0.000	False	The title and abstract do not contain any of the required elements ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq']. The condition object (colorectal liver metastases) is mentioned, but the specific methodology required for relevance is absent.
139	275944489	Spatial transcriptomics and lethality-associated stromal remodeling of colorectal cancer.	1.000	True	{'Condition Object': 'colorectal cancer (CRC) and liver metastasis (CRLM)', 'Required Elements': {'single-cell RNA sequencing': 'single-cell spatial transcriptomics', 'colorectal liver metastasis': 'CRC and liver metastasis (CRLM)'}}
140	277973256	Abstract 87: Targeting POU5F1-expressing circulating tumor cells to prevent metastasis and recurrence in colorectal cancer	1.000	True	{'Condition Object': 'colorectal cancer (CRC) and liver metastasis', 'Required Elements': {'single-cell RNA sequencing': 'single-cell RNA sequencing', 'colorectal liver metastasis': 'colorectal cancer (CRC) and liver metastasis'}}
141	280699387	Spatial Domain‐Based Approach to Analyze the Mechanism of Sparganii Rhizoma‐Curcumae Rhizoma Pair in the Treatment of Colorectal Cancer	0.000	False	{'Condition Object': "Colorectal cancer is mentioned but not specifically 'colorectal liver metastasis' or 'CRLM'.", 'Required Elements': {'single cell RNA sequencing': 'Not mentioned.', 'colorectal liver metastasis/CRLM': 'Not mentioned.'}}
142	80658034	Abstract 5930: Oral siRNA delivery for colorectal liver metastases cancer therapy	0.000	False	The paper does mention 'colorectal liver metastases' and 'CRC', but it does not explicitly mention any of the allowed exact variants for single-cell RNA sequencing techniques. Therefore, it is marked as not relevant.
143	208391274	Radiofrequency Ablation of Liver Metastases from Colorectal Cancer Induces a Cancer-Specific T Cell Repertoire in Humans	0.000	False	{'Condition Object': 'colorectal liver metastasis', 'Required Elements': {'single-cell technique': 'Not found', 'site/disease': 'colorectal carcinoma (CRC), liver metastasis'}}
144	279618279	Tracing colorectal malignancy transformation from cell to tissue scale	0.000	False	The title and abstract do not contain the required elements 'colorectal liver metastasis' or its variants ('CRLM', 'liver mets', 'liver metastasis') and any variant of 'single cell RNA sequencing'. The term 'colorectal' is present but not in conjunction with the specific liver metastasis context, and no single-cell technique is mentioned.
145	280010149	The challenge of disappearing colorectal liver metastasis: balancing considerations between tumor biology and clinical consequence for liver surgery	0.000	False	The paper mentions 'colorectal cancer liver metastasis (CRLM)' but does not mention any of the single-cell RNA sequencing variants ['single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', 'scrnaseq'].
146	4645234	Upregulated WEE1 protects endothelial cells of colorectal cancer liver metastases	0.000	False	{'Condition Object': 'colorectal cancer liver metastases (CLM) is present', 'Required Elements': {'single cell RNA sequencing': "not explicitly mentioned, only 'transcriptome sequencing' is present"}}
147	235825220	High-throughput and affordable genome-wide methylation profiling of circulating cell-free DNA by methylated DNA sequencing (MeD-seq) of LpnPI digested fragments	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM)', 'Required Elements': {'single cell RNA sequencing': 'Not found', 'colorectal liver metastases (CRLM)': "Found as 'colorectal liver metastases (CRLM)'"}}
148	252123649	Novel TCF21high pericyte subpopulation promotes colorectal cancer metastasis by remodelling perivascular matrix	1.000	True	{'Condition Object': 'colorectal cancer (CRC) metastasis', 'Required Elements': {'single-cell RNA sequencing': 'TPCs were isolated from patients with CRC with or without liver metastases and analysed by single-cell RNA sequencing (scRNA-seq)', 'colorectal liver metastasis': 'TPCs were isolated from patients with CRC with or without liver metastases'}}
149	268662260	Abstract 2505: Immune dynamics and response predictors to regorafenib, ipilimumab, and nivolumab (RIN) treatment in chemotherapy resistant microsatellite stable (MSS) metastatic colorectal cancer (mCRC)	0.000	False	The paper does mention 'colorectal' and 'liver metastases', but it does not explicitly state 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', or 'scrnaseq'. The term 'RNA sequencing' is mentioned, but it is not specified as single-cell RNA sequencing.
150	220294792	Molecular dissection of CRC primary tumors and their matched liver metastases reveals critical role of immune microenvironment, EMT and angiogenesis in cancer metastasis	0.000	False	The paper does mention 'colorectal cancer' and 'liver metastases', but it does not explicitly state any of the allowed exact variants for single-cell RNA sequencing such as 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', or 'scrnaseq'. Therefore, it is marked as not relevant.
151	260833307	Liver Metastases Potentiate Cancer Progression	0.000	False	{'Condition Object': "The condition object 'colorectal liver metastases' is not explicitly mentioned. The abstract discusses liver metastases but does not specify colorectal origin.", 'Required Elements': {'Single Cell RNA Sequencing': "The term 'single cell RNA sequencing' is mentioned in the abstract.", 'Colorectal Liver Metastases': "The specific term 'colorectal liver metastases' or its variants (e.g., 'CRLM') is not mentioned."}}
152	261662826	Impact of chemotherapeutic agents on liver microenvironment: oxaliplatin create a pro-metastatic landscape	1.000	True	{'Condition Object': 'colorectal cancer (CRC) + liver metastasis', 'Required Elements': {'methodology': 'Single-cell RNA Sequencing', 'data modality': 'immune microenvironment', 'organism': 'mice', 'site': 'liver metastasis'}}
153	275907225	Improved circulating tumor DNA profiling by simultaneous extraction of DNA methylation and copy number information from Methylated DNA Sequencing data (MeD-seq)	0.000	False	The title and abstract do not contain any of the required elements 'colorectal', 'CRC', 'liver metastasis', 'liver mets', 'CRLM', or any variant of 'single cell' or 'single-cell RNA sequencing'. The focus appears to be on circulating tumor DNA profiling and methylation data.
154	278783548	Metformin reverses 5-FU resistance induced by radiotherapy through mediating folate metabolism in colorectal cancer	0.000	False	{'Condition Object': "colorectal cancer (CRC) is mentioned, but 'liver metastasis'/'liver mets'/'CRLM' is not explicitly stated", 'Required Elements': {'single-cell RNA sequencing': 'not mentioned', 'colorectal liver metastasis': 'not explicitly mentioned'}}
155	250954339	Intrahepatic CD69+Vδ1 T cells re-circulate in the blood of patients with metastatic colorectal cancer and limit tumor progression	1.000	True	{'Condition Object': 'colorectal cancer (CRC) develop liver metastases (CLM)', 'Required Elements': {'single cell RNA sequencing': 'the transcriptional profiles by single cell RNA-sequencing', 'colorectal liver metastasis': 'patients with colorectal cancer (CRC) develop liver metastases (CLM)'}}
156	277992752	Abstract 7164: Predictive biomarkers and immune dynamics in MSS metastatic colorectal cancer treated with regorafenib, ipilimumab, and nivolumab	0.000	False	{'Condition Object': "metastatic colorectal cancer (mCRC) is mentioned, but specific 'colorectal liver metastasis'/'CRLM' is not explicitly stated", 'Required Elements': {'single-cell RNA sequencing': "Not explicitly mentioned, only general 'RNA sequencing' is present", 'colorectal liver metastasis/CRLM': 'Not explicitly mentioned'}}
157	278018645	Abstract 27: Orthotopic tumor models using luciferized patient-derived organoids for investigating EGFR-MAPK pathway inhibition in colorectal and pancreatic cancer	1.000	True	{'Condition Object': 'colorectal liver metastases', 'Required Elements': {'single-cell technique': 'RNA-sequencing', 'site/disease': 'CRC liver metastases'}}
158	257025811	Molecular dissection of CRC primary tumors and their matched liver metastases reveals critical role of immune microenvironment, EMT and angiogenesis in cancer metastasis	0.000	False	The title and abstract mention 'colorectal cancer' and 'liver metastases', but do not explicitly state any of the allowed exact variants for single-cell RNA sequencing such as 'single cell', 'single-cell', 'single cell rna sequencing', 'single-cell rna sequencing', 'scrna-seq', or 'scrnaseq'.
159	239051845	High-throughput and affordable genome-wide methylation profiling of circulating cell-free DNA by methylated DNA sequencing (MeD-seq) of LpnPI digested fragments	0.000	False	{'Condition Object': 'colorectal liver metastases (CRLM)', 'Required Elements': {'single cell RNA sequencing': 'Not found', 'colorectal liver metastases (CRLM)': "Found as 'colorectal liver metastases (CRLM)'"}}
