Name (extracted)	Citing Article	Citied Article	Features
A-OKVQA	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.18653/v1/2021.acl-long.528 (2021)	The A-OKVQA dataset is primarily used to evaluate open-ended visual question answering systems, focusing on generating accurate and coherent responses. It is employed to assess models' ability to understand complex visual scenes and provide contextually appropriate answers. This dataset emphasizes the importance of coherence and accuracy in responses, making it valuable for improving and benchmarking visual question answering methodologies.
KI-VQA	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.18653/v1/2021.acl-long.528 (2021)	The KI-VQA dataset is used to test knowledge-intensive visual question answering, specifically focusing on integrating external knowledge with visual data. This dataset enables researchers to evaluate models that combine textual and visual information, addressing research questions related to the effective fusion of these modalities for more accurate and contextually rich answers.
PropBank	https://doi.org/10.1145/3573201 (2022)	https://www.semanticscholar.org/paper/255d6867cb5c57810c909d5e488c9ae86e0d6d3e (2004)	PropBank is used to enhance event knowledge graphs by providing an annotated corpus of semantic roles, which significantly increases the scale and diversity of event-related information. This dataset contributes 112,917 events, enriching the representation of verb-based events and expanding the overall size of the knowledge graph.
NomBank	https://doi.org/10.1145/3573201 (2022)	https://www.semanticscholar.org/paper/255d6867cb5c57810c909d5e488c9ae86e0d6d3e (2004)	NomBank is used to enhance event knowledge graphs by providing an annotated corpus of nominal predicate argument structures, specifically adding 114,576 noun-based events. This dataset extends the scale and diversity of event-related information, improving the representation of noun-based events in knowledge graphs. It is not used for multi-modal Knowledge Graph Reasoning but rather for enriching the structural and semantic content of event data.
Rich-pedia	https://doi.org/10.1109/TKDE.2025.3546686 (2023), https://doi.org/10.1145/3581783.3612151 (2023)	https://doi.org/10.1016/j.bdr.2020.100159 (2020)	The Rich-pedia dataset is used to construct a large-scale, comprehensive multi-modal knowledge graph by integrating various types of data, including images, to enhance reasoning capabilities. It is employed to improve KG-based applications through the incorporation of visual modalities, demonstrating significant potential in multi-modal knowledge graph reasoning.
UAV-Human	https://doi.org/10.1109/ICME52920.2022.9859787 (2022)	https://doi.org/10.1109/CVPR46437.2021.01600 (2021)	The UAV-Human dataset is used for human behavior understanding with unmanned aerial vehicles, focusing on multi-modal video sequences captured from three sensors. It is employed for data pre-processing, multi-modal data integration, annotation, and action recognition. This dataset enables researchers to analyze and evaluate complex human behaviors in various contexts, enhancing the accuracy and robustness of behavior understanding systems.
Flickr30K Entities	https://doi.org/10.1609/aaai.v36i2.20123 (2022), https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.1007/s11263-016-0965-7 (2015)	The Flickr30K Entities dataset is used for pre-training models like the Oscar-based chunk-aware semantic interactor for phrase-level semantic alignment between text and images, particularly in multi-modal knowledge graph reasoning. It is also utilized for zero-shot phrase grounding experiments, providing region-to-phrase correspondences to enhance image-to-sentence models. Researchers often use sub-sampled splits to focus on specific research needs, enriching the models with detailed region-phrase mappings.
InfoSeek	https://doi.org/10.48550/arXiv.2504.10074 (2025)	https://doi.org/10.1109/ICCV51070.2023.00289 (2023)	The InfoSeek dataset is used to evaluate multi-modal knowledge retrieval systems, integrating Wikipedia-scale knowledge with 1.3 million image-question pairs linked to 11,000 Wikipedia pages. It assesses models' abilities to connect visual and textual information, emphasizing comprehensive entity understanding and fine-grained details. Research focuses on validating these capabilities using 73,000 validation samples, highlighting the dataset's role in advancing multi-modal reasoning.
Kinetics-TPS	https://doi.org/10.1145/3503161.3548257 (2022)	https://doi.org/10.1609/AAAI.V34I07.6836 (2019)	The Kinetics-TPS dataset is used to enhance multi-modal reasoning in video recognition tasks by providing over 15 million part-level annotations for detailed human action understanding. It is employed to construct and enrich visual knowledge graphs, focusing on action parsing and temporal segment annotation, which improves the accuracy and detail of human action recognition in videos.
NUS-WIDE-10K	https://doi.org/10.1145/3474085.3475567 (2021)	https://doi.org/10.1109/TPAMI.2013.142 (2014)	The NUS-WIDE-10K dataset is primarily used for cross-modal multimedia retrieval experiments, focusing on the role of correlation and abstraction in retrieval performance. It employs 1,000-dimensional Bag-of-Words (BoW) features and is utilized to assess the effectiveness of models like GCR in enhancing cross-modal retrieval by leveraging the correlation and abstraction of multimodal data.
DBP15K JA - EN	https://doi.org/10.48550/arXiv.2407.19625 (2024), https://www.semanticscholar.org/paper/fd43bd0f6a83b3a9c0debf6f0fa10abdf6ad394a (2024)	https://doi.org/10.1609/aaai.v35i5.16550 (2020)	The DBP15K JA - EN dataset is used for bilingual entity alignment between Japanese and English DBpedia versions, focusing on cross-lingual knowledge graph reasoning. It is employed to evaluate methods like EVA, measuring their performance in aligning entities across languages. This dataset enables researchers to assess the effectiveness of entity alignment techniques in a cross-lingual context.
Fakeddit	https://doi.org/10.48550/arXiv.2505.14714 (2025), https://doi.org/10.1145/3555178 (2022)	https://doi.org/10.1089/big.2020.0062 (2018)	The Fakeddit dataset is used for evaluating fine-grained fake news detection, particularly focusing on multimodal content and social context. It is also utilized to analyze millions of fauxtography posts from Reddit, examining visual and textual elements to understand the spread of misleading images. This dataset enables researchers to develop and test methods for detecting and analyzing misinformation by integrating both visual and textual data.
EVA-Dataset	https://doi.org/10.1145/3627673.3679126 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The EVA-Dataset is used to evaluate the performance of multi-modal reasoning models, particularly in entity linking and alignment tasks. It equips entities with visual information, though it has low image coverage, which affects the comprehensive representation of entities in multi-modal knowledge graphs. This dataset enables researchers to assess model effectiveness in integrating textual and visual data.
MSCOCO captions	https://doi.org/10.48550/arXiv.2501.04173 (2025)	https://www.semanticscholar.org/paper/696ca58d93f6404fea0fc75c62d1d7b378f47628 (2015)	The MSCOCO captions dataset is primarily used for fine-tuning models on image captioning tasks. It provides a large set of images paired with descriptive captions, enabling researchers to train and evaluate models that generate natural language descriptions of visual content. This dataset supports the development and improvement of image-to-text generation models, enhancing their ability to produce accurate and contextually relevant captions.
VQA 2.0	https://doi.org/10.48550/arXiv.2501.04173 (2025)	https://www.semanticscholar.org/paper/696ca58d93f6404fea0fc75c62d1d7b378f47628 (2015)	The VQA 2.0 dataset is primarily used for fine-tuning models on visual question answering tasks, which enhances the models' ability to accurately answer questions about images. This dataset enables researchers to improve the performance of AI systems in understanding and interpreting visual content, focusing on the integration of image and text data.
GoodNews	https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.1109/TMM.2023.3301279 (2021)	https://doi.org/10.1145/1646396.1646452 (2009)	The GoodNews dataset is primarily used for image captioning in news contexts, leveraging multi-modal data and graph-structured information to enhance context understanding. It supports entity-aware captioning, ensuring descriptions are context-driven and entity-relevant. The dataset includes images, captions, and news articles from the New York Times, annotated with ground-truth captions, enabling researchers to generate more accurate and contextually rich image descriptions.
KB-VQA	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TPAMI.2017.2754246 (2016)	The KB-VQA dataset is used to enhance visual question answering by integrating external knowledge from knowledge bases. It captures relationships among mentions and entities, providing detailed knowledge about named entities and their relations in images. This integration allows researchers to improve the accuracy and context-awareness of visual question answering systems, leveraging structured external information to better understand and answer complex queries.
Common Sense Knowledge Graph (CSKG)	https://doi.org/10.3233/sw-233510 (2023)	https://doi.org/10.1007/978-3-030-77385-4_41 (2020)	The Common Sense Knowledge Graph (CSKG) is used to integrate and explore common sense knowledge across various dimensions, supporting the development of rich, well-connected, and heterogeneous knowledge graphs. It facilitates the integration of diverse data types and enhances multi-modal reasoning, enabling researchers to explore the breadth of common sense knowledge effectively.
TabMWP	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2211.16492 (2022)	The TabMWP dataset is used for data augmentation in multi-modal reasoning tasks, particularly in ScienceQA. It addresses sparse data issues by constructing multi-step multi-modal samples, enhancing the robustness and diversity of training data. This dataset enables researchers to improve model performance in scenarios where data is limited, facilitating more effective multi-modal reasoning.
KiloGram	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2211.16492 (2022)	The KiloGram dataset is used for data augmentation in multi-modal reasoning tasks, particularly in ScienceQA. It addresses sparse data issues and facilitates the construction of multi-step, multi-modal samples, enhancing the robustness and complexity of reasoning tasks. This dataset enables researchers to improve model performance by providing diverse and rich data samples.
SeedBench	https://doi.org/10.48550/arXiv.2405.16473 (2024)	https://doi.org/10.48550/arXiv.2306.13394 (2023)	The SeedBench dataset is used to test and benchmark multi-modal models, specifically focusing on seed-based reasoning. It evaluates the models' ability to generate coherent responses from given seeds and provides a large-scale dataset for assessing performance across various tasks. This enables researchers to compare and improve the reasoning capabilities of multi-modal models.
MELD	https://doi.org/10.1145/3593583 (2023)	https://doi.org/10.18653/V1/2020.COLING-MAIN.393 (2020)	The MELD dataset is used to evaluate multi-modal emotion recognition and sentiment analysis, specifically focusing on textual and visual utterances annotated with sentiment and emotion labels. Researchers employ this dataset to develop and test models that can accurately recognize emotions and sentiments from both text and visual data, enhancing the understanding of human communication in multi-modal contexts.
NTU-RGB+D 60	https://doi.org/10.1109/ICME52920.2022.9859787 (2022)	https://doi.org/10.1109/CVPR.2016.115 (2016)	The NTU-RGB+D 60 dataset is primarily used for skeleton-based action recognition, providing a large-scale resource for 3D human activity analysis. It enhances multi-modal reasoning capabilities by integrating RGB, depth, and skeleton data across 60 distinct actions. Researchers use this dataset to assess and improve action recognition performance, leveraging its comprehensive multi-modal inputs to develop and evaluate algorithms.
MEISD	https://doi.org/10.1145/3593583 (2023)	https://doi.org/10.18653/V1/2020.COLING-MAIN.393 (2020)	The MEISD dataset is used for assessing multi-modal emotion recognition and sentiment analysis. It includes multi-label emotion, intensity, and sentiment dialogue data, enabling researchers to evaluate models that can recognize and analyze emotions and sentiments across multiple modalities. This dataset supports the development and testing of algorithms designed to handle complex emotional and sentimental content in dialogues.
MSED	https://doi.org/10.1145/3593583 (2023)	https://doi.org/10.18653/V1/2020.COLING-MAIN.393 (2020)	The MSED dataset is manually created and used to evaluate multi-modal sentiment, emotion, and desire understanding by incorporating textual and visual utterances. It enables researchers to assess models' capabilities in interpreting complex human expressions across both text and images, focusing on the integration and analysis of these multi-modal data types.
VCR (QR → A)	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/P19-1472 (2019)	The VCR (QR → A) dataset is used to assess visual commonsense reasoning, focusing on the evaluation of systems' abilities to answer questions based on both visual and textual inputs. It enables researchers to test and improve models that integrate visual and linguistic understanding, specifically addressing the challenge of reasoning about complex scenes and contexts.
VGGFace2	https://doi.org/10.1145/3583690 (2023)	https://doi.org/10.1016/j.neunet.2014.09.005 (2013)	The VGGFace2 dataset is primarily used to train deep learning models, such as FaceNet, for extracting facial identity features from detected faces in video frames. This enables researchers to develop more accurate face recognition systems, focusing on the robust extraction of facial features in various conditions. The dataset's large scale and diverse set of images facilitate the training of models that can generalize well across different environments and scenarios.
FER2013	https://doi.org/10.1145/3583690 (2023)	https://doi.org/10.1016/j.neunet.2014.09.005 (2013)	The FER2013 dataset is used to train a FaceNet model for extracting facial emotion features from detected faces in video frames. This involves employing deep learning techniques to recognize and classify emotions, enabling research focused on facial emotion recognition in various applications such as human-computer interaction and affective computing. The dataset's large-scale and diverse set of labeled facial images facilitates robust model training and validation.
PMR (Dong et al., 2022)	https://doi.org/10.48550/arXiv.2305.04530 (2023)	https://doi.org/10.18653/v1/2022.acl-long.66 (2021)	The PMR dataset (Dong et al., 2022) is used for visual question answering, specifically focusing on premise-based multimodal reasoning that integrates textual and visual clues. It enables researchers to explore how joint textual and visual information can be effectively utilized to answer complex questions, enhancing the understanding of multimodal data integration and reasoning.
LVIS	https://doi.org/10.1145/3583690 (2023)	https://doi.org/10.1109/CVPR.2019.00550 (2019)	The LVIS dataset is used to pretrain the ResNet152 model for large vocabulary instance segmentation, enhancing multi-modal reasoning capabilities. It is also utilized to detect objects and extract features, which contribute to the object component in multi-modal Knowledge Graph Reasoning. This dataset enables researchers to improve the accuracy and richness of feature extraction and object detection, crucial for advanced multi-modal reasoning tasks.
3RScan	https://doi.org/10.48550/arXiv.2409.02389 (2024)	https://doi.org/10.1109/ICCV.2019.00775 (2019)	The 3RScan dataset is used to source complex real-world scenes, providing a range of 3D indoor scenarios for generating diverse spatial locations and viewpoints. It enables researchers to study and model various indoor environments, enhancing the realism and diversity of spatial data in computer vision and robotics applications. The dataset's rich 3D content supports the development and evaluation of algorithms that require detailed and varied indoor scene representations.
ARKitScenes	https://doi.org/10.48550/arXiv.2409.02389 (2024)	https://doi.org/10.1109/ICCV.2019.00775 (2019)	The ARKitScenes dataset is used to generate diverse real-world scenes by leveraging mobile RGB-D data, enabling 3D indoor scene understanding. It provides spatial locations and viewpoints, facilitating research in 3D reconstruction and scene analysis. This dataset supports methodologies that require detailed, realistic indoor environments for testing and validating algorithms.
E-VQA	https://doi.org/10.48550/arXiv.2504.10074 (2025)	https://doi.org/10.1109/ICCV51070.2023.00289 (2023)	The E-VQA dataset, comprising 221,000 question-answer pairs linked to 16,700 fine-grained Wikipedia entities, is used to enhance entity understanding and integrate detailed properties of fine-grained categories. It supports both single-hop and two-hop reasoning, pushing research towards comprehensive entity understanding and the integration of fine-grained details from Wikipedia.
CM3KG	https://doi.org/10.18653/v1/2022.emnlp-demos.15 (2022)	https://doi.org/10.18653/v1/2020.acl-main.703 (2019)	The CM3KG dataset is used as an open-sourced multi-modal knowledge graph to support research in multi-modal knowledge graph reasoning. It provides a rich resource for integrating and reasoning across different modalities, enabling researchers to explore complex relationships and interactions within and between various data types. This dataset facilitates the development and evaluation of methods that can effectively combine textual, visual, and other forms of data to enhance reasoning capabilities.
Visual7W-KB	https://doi.org/10.24963/ijcai.2020/153 (2020)	https://www.semanticscholar.org/paper/ad08da5951437c117551a63c2f8b943bee2029ce (2018)	The Visual7W-KB dataset is used to test the performance of the Out of the Box method, specifically for factual visual question answering. This involves employing graph convolutional networks to process and answer questions that require understanding both visual and textual information. The dataset enables researchers to evaluate how effectively these networks can integrate and reason over multi-modal data.
ProMQA	https://doi.org/10.48550/arXiv.2506.05766 (2025)	https://doi.org/10.48550/arXiv.2407.09413 (2024)	The ProMQA dataset is used for multimodal procedural activity understanding, specifically in question answering tasks that integrate textual and visual information. It enables researchers to develop and evaluate models that can reason about complex activities by combining insights from both modalities, enhancing the accuracy and context-awareness of procedural understanding.
MultiModalQA	https://doi.org/10.48550/arXiv.2506.05766 (2025)	https://doi.org/10.48550/arXiv.2407.09413 (2024)	The MultiModalQA dataset is used for multimodal question answering tasks, where it integrates textual and visual data to enhance reasoning capabilities. This dataset enables researchers to develop and evaluate models that can effectively combine information from both modalities, improving the accuracy and robustness of question answering systems.
SPIQA	https://doi.org/10.48550/arXiv.2506.05766 (2025)	https://doi.org/10.48550/arXiv.2407.09413 (2024)	The SPIQA dataset is utilized for multimodal question answering on scientific papers, integrating textual content with figures and tables to enhance comprehension. This approach leverages the dataset's combination of visual and textual data to address research questions related to improving the understanding and accessibility of scientific information.
UMLS	https://doi.org/10.18653/v1/2024.findings-acl.319 (2024)	https://doi.org/10.1093/nar/gkh061 (2004)	The UMLS dataset is used to construct a comprehensive medical knowledge graph with over 15,000 entity nodes and 130,000 edges, encompassing 20 semantic types and 50 relation types. It is also utilized for entity disambiguation by linking textual entities to UMLS concepts during pre-processing. These applications enable robust representation and integration of medical knowledge in research.
Pascal Sentence	https://doi.org/10.1145/3474085.3475567 (2021)	https://www.semanticscholar.org/paper/bf60322f83714523e2d7c1d39983151fe9db7146 (2010)	The Pascal Sentence dataset is used to collect and evaluate image annotations, providing five English sentences per image that focus on descriptive content. It is employed to assess models like GCR in cross-modal retrieval tasks, specifically aligning images with descriptive sentences. This dataset enables research in multi-modal reasoning by offering rich, descriptive textual data paired with visual content.
XMedia	https://doi.org/10.1145/3474085.3475567 (2021)	https://doi.org/10.1109/TPAMI.2013.142 (2014)	The XMedia dataset is used for cross-modal multimedia retrieval experiments, employing 3,000-dimensional Bag-of-Words (BoW) features. Research focuses on evaluating the impact of correlation and abstraction on retrieval performance. This dataset enables researchers to explore how different feature representations and their interrelations affect the effectiveness of retrieving multimedia content across modalities.
DBP15K ZH - EN	https://doi.org/10.48550/arXiv.2407.19625 (2024)	https://doi.org/10.1007/978-3-319-68288-4_37 (2017)	The DBP15K ZH - EN dataset is used for bilingual entity alignment between Chinese and English DBpedia versions, focusing on cross-lingual knowledge graph reasoning. It enables researchers to develop and evaluate methods for aligning entities across different language versions, enhancing the interoperability and integration of multilingual knowledge graphs. This dataset supports research in improving cross-lingual information retrieval and semantic web technologies.
DBP15K FR - EN	https://doi.org/10.48550/arXiv.2407.19625 (2024)	https://doi.org/10.1007/978-3-319-68288-4_37 (2017)	The DBP15K FR - EN dataset is used for bilingual entity alignment between French and English DBpedia versions, focusing on cross-lingual knowledge graph reasoning. It enables researchers to develop and evaluate methods for aligning entities across different language versions of DBpedia, enhancing the interoperability and integration of multilingual knowledge graphs.
DBpedia50	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The DBpedia50 dataset is used for knowledge graph completion, specifically focusing on entity linking and relation prediction within a smaller subset of DBpedia. Researchers employ this dataset to enhance the accuracy of these tasks by leveraging its structured data, enabling more precise and contextually relevant predictions in knowledge graphs.
DBpedia500	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The DBpedia500 dataset is used for knowledge graph completion, specifically focusing on entity linking and relation prediction within a larger subset of DBpedia. Researchers employ this dataset to enhance the accuracy and robustness of knowledge graphs by improving the linking of entities and predicting relationships between them. This enables more effective and comprehensive knowledge representation and reasoning tasks.
DB100K	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v32i1.11535 (2017)	The DB100K dataset is primarily used for knowledge graph embedding, where the focus is on learning representations of entities and relations within a large-scale knowledge graph. This methodology involves converting graph data into vector spaces to capture semantic relationships, enabling more effective reasoning and prediction tasks. The dataset's scale and structure support advanced embedding techniques, facilitating research in areas such as entity linking and relation prediction.
CN-DBpedia	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	CN-DBpedia is used as a structured data resource derived from Chinese Wikipedia, serving semantic web applications. It provides a Chinese-language knowledge graph, enabling researchers to leverage encyclopedia knowledge for various semantic web tasks. The dataset's structured format facilitates integration and querying, supporting applications that require rich, interconnected data.
Scene Graph	https://doi.org/10.1609/aaai.v38i17.29828 (2024)	https://doi.org/10.1109/CVPR.2015.7298990 (2015)	The Scene Graph dataset is used to represent action and spatial relations in images, which facilitates image retrieval and reasoning tasks. It enables researchers to analyze and understand complex visual scenes by encoding relationships between objects, enhancing the accuracy and efficiency of image-based queries and reasoning processes.
UUKG	https://doi.org/10.1145/3664647.3681705 (2024)	https://doi.org/10.48550/arXiv.2306.11443 (2023)	The UUKG dataset is used to organize urban entities into a complex graph for spatiotemporal prediction in smart cities. It integrates diverse urban data sources, enabling researchers to analyze and predict urban dynamics by leveraging the structured representation of urban entities and their relationships. This approach supports the development of more efficient and responsive smart city systems.
VrR-VG	https://doi.org/10.1609/aaai.v38i17.29828 (2024)	https://doi.org/10.1109/CVPR.2015.7298990 (2015)	The VrR-VG dataset is used to enhance the representation of action and spatial relations in images, focusing on visually-relevant relationships. It supports research in improving the understanding and interpretation of visual scenes, particularly in capturing and analyzing actions and spatial configurations. This dataset enables more accurate and contextually rich visual reasoning by providing detailed annotations of these relationships.
Wiki80	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.18653/v1/D17-1004 (2017)	The Wiki80 dataset is used to train OpenNRE models with BERT and CNN encoders for relation extraction, specifically to enhance knowledge graph construction from news items. This dataset facilitates the development and evaluation of models that can accurately identify and extract relationships between entities, thereby improving the quality and comprehensiveness of knowledge graphs derived from textual data.
TACRED	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.18653/v1/D17-1004 (2017)	The TACRED dataset is used to train models like OpenNRE with a BERT encoder for relation extraction, specifically to enhance the construction of knowledge graphs from news articles. This application focuses on improving the accuracy and efficiency of extracting relationships between entities, leveraging the dataset's annotated relations to train and evaluate models.
DocRED	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.18653/v1/D17-1004 (2017)	The DocRED dataset is primarily used for training models, such as the ATLOP model, to perform document-level relation extraction. This involves identifying and extracting relationships between entities within complex documents, which contributes to the construction of comprehensive knowledge graphs. The dataset's focus on document-level relations enables researchers to develop more sophisticated and context-aware models for knowledge graph construction.
CI-FAR	https://doi.org/10.1145/3627673.3679175 (2024)	https://www.semanticscholar.org/paper/5d90f06bb70a0a3dced62413346235c02b1aa086 (2009)	The CI-FAR dataset is primarily used for small-scale image recognition and object localization. Researchers extract bounding boxes of objects from the images to construct VisionKG, a knowledge graph focused on visual data. This methodology enables the creation of structured visual information, facilitating research in object detection and image understanding.
PASCAL VOC	https://doi.org/10.1145/3627673.3679175 (2024)	https://www.semanticscholar.org/paper/5d90f06bb70a0a3dced62413346235c02b1aa086 (2009)	The PASCAL VOC dataset is primarily used for object detection and segmentation in visual scenes. Researchers extract bounding boxes of objects to construct VisionKG, a knowledge graph focused on visual data. This dataset enables precise localization and categorization of objects, facilitating advancements in computer vision and scene understanding.
SituNet	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/CVPR.2016.597 (2016)	SituNet is used to train models for situation recognition tasks, particularly focusing on visual semantic role labeling and defining visual event schemas. This dataset enables the development of models that enhance image understanding by identifying and labeling roles within visual scenes, contributing to more accurate and context-aware image analysis.
SWiG	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/CVPR.2016.597 (2016)	The SWiG dataset is primarily used for training models in situation recognition tasks, particularly focusing on visual semantic role labeling to enhance image understanding. It is also utilized to define visual event schemas, which aids in developing more robust situation recognition models. These applications leverage the dataset's rich annotations to improve the accuracy and context-awareness of image interpretation systems.
PolitiFact	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.18653/v1/N16-1174 (2016)	The PolitiFact dataset is used to evaluate the performance of KGF and KGT models in detecting fake news, specifically focusing on the impact of different embedding dimensions. This dataset enables researchers to assess how effectively these models can identify false information, contributing to the development of more robust fake news detection systems.
GossipCop	https://www.semanticscholar.org/paper/04db62a14f78f693d6bd14a4803b9b73325b36bb (2021)	https://doi.org/10.18653/v1/N16-1174 (2016)	The GossipCop dataset is used to evaluate the performance of KGF and KGT models in detecting fake news, specifically focusing on the impact of different embedding dimensions. This dataset enables researchers to assess how varying embedding sizes affect the accuracy and efficiency of these models in distinguishing between real and fake news.
NUS-WIDE	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1646396.1646452 (2009)	The NUS-WIDE dataset is primarily used for enhancing image tagging and multi-modal reasoning tasks. It helps construct scene graphs and disambiguate concepts in web images, improving the accuracy of image-tag relationships. This dataset enables researchers to develop and test methods that integrate visual and textual data, thereby enhancing the reasoning capabilities in image tagging applications.
MSVD	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1145/1646396.1646452 (2009)	The MSVD dataset is primarily used for image and video captioning, enhancing the generation of descriptive captions through multi-modal data. It provides a diverse set of multimedia content, enabling researchers to train and evaluate models that integrate visual and textual information. This dataset supports the development of more accurate and contextually rich captioning systems.
EAL dataset	https://doi.org/10.1145/3583780.3614782 (2023)	https://doi.org/10.1145/3340531.3412875 (2020)	The EAL dataset is used in research for entity aspect linking, specifically to calculate similarity between context and aspects and to evaluate the performance of methods in linking entities to their aspects. It provides aspect content essential for these calculations, enabling detailed experimental analysis in this domain.
Visual7w	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TPAMI.2017.2754246 (2016)	The Visual7w dataset is used to assess detailed visual understanding through a subset of VQA with wh-questions. It focuses on evaluating models' ability to comprehend complex visual scenes by answering specific, detailed questions. This dataset enables researchers to test and improve visual reasoning capabilities in AI systems, ensuring they can accurately interpret and respond to visual content.
Flick30k Entities	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2020.acl-demos.11 (2020)	The Flick30k Entities dataset is used to enhance entity recognition in images and their associated text, facilitating fine-grained multimedia knowledge extraction. Researchers apply this dataset to improve the accuracy of entity detection and linking in visual and textual data, supporting more robust and detailed multimedia analysis. This dataset enables the development and evaluation of models that integrate visual and textual information for enhanced knowledge extraction.
FB-Img-Few	https://doi.org/10.1109/ICDE60146.2024.00061 (2024)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The FB-Img-Few dataset is used to provide image embeddings for multi-modal knowledge graph reasoning, particularly in few-shot learning scenarios. It evaluates the performance of methods like MULTIFORM, focusing on enhancing entity representations through multi-modal data. The dataset is utilized to compare these methods against baselines, enabling researchers to assess improvements in entity representation and reasoning capabilities.
Open Images	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2020.acl-demos.11 (2020)	The Open Images dataset is used to train detectors on a diverse set of labeled images, enhancing multi-modal reasoning across various domains. This dataset enables researchers to expand the capabilities of detection systems by providing a wide range of labeled data, which is crucial for improving the accuracy and robustness of these systems in real-world applications.
Microsoft COCO	https://doi.org/10.3233/sw-233510 (2023)	https://doi.org/10.1007/978-3-319-46448-0_51 (2016)	The Microsoft COCO dataset is primarily used to evaluate visual context models, focusing on metrics such as recall at K and mean R@K. It is employed to assess the performance of proposed approaches in visual recognition tasks, enabling researchers to benchmark their methods against established standards. The dataset's rich annotations and diverse images facilitate robust evaluation in these areas.
Conceptual Captions	https://doi.org/10.18653/v1/2023.acl-industry.16 (2023)	https://doi.org/10.1162/tacl_a_00166 (2014)	The Conceptual Captions dataset is used to analyze and compare the unique characteristics of image-text pairs, particularly in the product domain. Researchers employ this dataset to highlight differences in data distribution and content, focusing on how these pairs differ from other domains. This analysis aids in understanding the specific nuances and patterns within product-related image-text data, which can inform the development of more tailored multimodal models.
food.com	https://doi.org/10.48550/arXiv.2308.04579 (2023)	https://doi.org/10.18653/v1/N19-1423 (2019)	The food.com dataset is used to analyze recipes from both home cooks and celebrity chefs, with a focus on integrating food news and pop culture into multi-modal reasoning in culinary contexts. This involves enhancing the understanding of culinary practices and trends through the analysis of textual and visual data, enabling more nuanced reasoning about food and cooking.
WD-singer	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1162/tacl_a_00360 (2019)	The WD-singer dataset is used to derive a subset of Wikidata for evaluating knowledge graph reasoning tasks, specifically focusing on singer-related entities and relationships. It enables researchers to assess reasoning algorithms by providing a specialized knowledge graph with detailed singer data, facilitating the evaluation of entity and relationship inference methods.
allrecipes.com	https://doi.org/10.48550/arXiv.2308.04579 (2023)	https://doi.org/10.18653/v1/N19-1423 (2019)	The allrecipes.com dataset is used to study a wide range of recipes, contributing to the development of multi-modal reasoning systems that understand diverse culinary content. It enables researchers to analyze and reason about various cooking techniques, ingredients, and preparation methods, enhancing the system's ability to process and generate culinary-related information.
WN18RR-IMG	https://doi.org/10.3390/s24237605 (2024)	https://doi.org/10.1145/3474085.3475470 (2021)	The WN18RR-IMG dataset is used to evaluate models' performance in handling relational reasoning with visual context within the WordNet hierarchy. It specifically assesses how well models can integrate visual information to reason about relationships between entities. This dataset enables researchers to test and improve multi-modal reasoning capabilities in knowledge graph models.
