Name (extracted)	Citing Article	Citied Article	Features
MusicBrainz	https://doi.org/10.1109/ACCESS.2019.2933370 (2019)	https://doi.org/10.1093/nar/gkv1075 (2015)	The MusicBrainz dataset is used as a domain-specific knowledge graph to provide structured information about music, including details about artists, albums, and tracks. It is employed to enhance the accuracy and richness of music-related data in research, supporting applications that require detailed and organized musical metadata. This dataset enables researchers to integrate comprehensive music information into their studies, improving the depth and reliability of their analyses.
VisualSem	https://doi.org/10.48550/arXiv.2210.08901 (2022)	https://doi.org/10.18653/v1/2021.mrl-1.13 (2020)	The VisualSem dataset is used to train models on a multi-modal graph, integrating visual and linguistic information. It enhances multi-modal reasoning in knowledge graphs by exploring vision and language concepts, including multilingual glosses and illustrative images. This dataset supports research in integrating diverse data types to improve understanding and reasoning capabilities in complex, multi-modal environments.
WN9-IMG	https://www.semanticscholar.org/paper/6cd64d6558e2a7105b1f128e49d76e608507bfeb (2022)	https://doi.org/10.24963/ijcai.2017/438 (2016)	The WN9-IMG dataset is used to evaluate and develop multi-modal knowledge graph representation learning, particularly focusing on integrating image and WordNet data. It employs translation-based approaches and visual embeddings learned with the VGG19 model to enhance image-embodied knowledge representation and reasoning. This dataset enables researchers to explore how visual and textual information can be effectively combined to improve multi-modal reasoning tasks.
Open Images	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2020.acl-demos.11 (2020)	The Open Images dataset is used to train detectors with supervised data, specifically focusing on image-text pairs for multi-modal reasoning tasks. This enables researchers to develop models that can effectively understand and reason about visual and textual information simultaneously, enhancing the performance of multi-modal systems.
VQAv2	https://doi.org/10.1109/TNNLS.2020.3045034 (2020)	https://doi.org/10.1109/CVPR.2017.215 (2016)	The VQAv2 dataset is primarily used to evaluate and assess visual question answering (VQA) models, with a focus on compositional reasoning and visual understanding in complex scenes. It emphasizes real-world visual reasoning and complex question answering, enabling researchers to test the performance of VQA models in challenging and realistic scenarios.
Wikipedia	https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.1109/ACCESS.2019.2933370 (2019)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The Wikipedia dataset is used for event classification and relation extraction, integrating textual and visual data into a multi-modal event knowledge graph. It also serves to extract textual content for constructing knowledge graphs, emphasizing the integration of multi-modal information from web sources. This enables researchers to build comprehensive, interconnected datasets that enhance understanding of events and their relationships.
CC3M	https://doi.org/10.1109/TKDE.2022.3224228 (2022), https://doi.org/10.48550/arXiv.2210.08901 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The CC3M dataset is used to enhance multi-modal data in research, specifically for object recognition and event relation extraction, contributing to the enrichment of multi-modal event knowledge graphs. It is also utilized to augment training sets, improving the performance of image captioning models by providing additional visual data.
Visual7W-KB	https://doi.org/10.24963/ijcai.2020/153 (2020)	https://www.semanticscholar.org/paper/ad08da5951437c117551a63c2f8b943bee2029ce (2018)	The Visual7W-KB dataset is used to evaluate the performance of the Out of the Box method in factual visual question answering tasks. This involves employing graph convolution networks to integrate visual and textual information. The dataset's multi-modal nature and structured knowledge graph enable researchers to assess how effectively these models can reason about complex visual scenes and answer questions based on both visual and textual inputs.
Compositional ZSL	https://doi.org/10.48550/arXiv.2207.01328 (2022)	https://doi.org/10.1109/CVPR46437.2021.00101 (2021)	The Compositional ZSL dataset is used to explore zero-shot learning scenarios, specifically focusing on the composition of visual primitives to enhance feature-to-sequence transformation techniques. It enables researchers to investigate how class descriptions composed of visual primitives can improve model performance in predicting unseen classes. This dataset facilitates the development and evaluation of methods that leverage compositional structures in visual data.
WN18	https://doi.org/10.1145/3308558.3313612 (2019), https://doi.org/10.1145/3474085.3475470 (2021)	https://doi.org/10.1609/aaai.v32i1.11573 (2017)	The WN18 dataset is used for evaluating knowledge graph embedding models, particularly in relation prediction tasks. It models multi-relational data and assesses the models' ability to predict missing links. This dataset enables researchers to test and compare various embedding methods in a multi-modal context, focusing on the accuracy and effectiveness of these models in handling complex relational structures.
WN18RR	https://doi.org/10.1145/3308558.3313612 (2019), https://doi.org/10.1145/3545573 (2022)	https://doi.org/10.1609/aaai.v32i1.11573 (2017)	The WN18RR dataset is primarily used for evaluating knowledge graph embedding models, particularly in relation prediction tasks. It focuses on a reduced set of relations, enabling researchers to assess model performance in predicting relationships within knowledge graphs. Additionally, it is used to collect textual information for entities, enhancing the accuracy of relationship predictions. This dataset facilitates the development and testing of models designed to improve knowledge graph reasoning.
WN18-sparse	https://doi.org/10.1145/3308558.3313612 (2019)	https://doi.org/10.18653/v1/W15-4007 (2015)	The WN18-sparse dataset is used to evaluate and train knowledge graph embedding methods, specifically focusing on sparse versions of the WordNet lexical knowledge graph. It is employed for hyperparameter tuning, including embedding dimensions and learning rate, with a maximum of 50 training iterations. This dataset enables researchers to assess the performance of embedding models in handling sparse data, contributing to the development of more efficient and accurate knowledge graph representations.
WN18RR-sparse	https://doi.org/10.1145/3308558.3313612 (2019)	https://doi.org/10.18653/v1/W15-4007 (2015)	The WN18RR-sparse dataset is used to evaluate and train knowledge graph embedding methods, particularly focusing on sparse versions of the refined WordNet lexical knowledge graph. It is employed for hyperparameter tuning, including embedding dimensions and learning rate, with a maximum of 10 training iterations. This dataset enables researchers to assess the performance and efficiency of embedding models in handling sparse data.
FB15k-sparse	https://doi.org/10.1145/3308558.3313612 (2019)	https://doi.org/10.18653/v1/W15-4007 (2015)	The FB15k-sparse dataset is used to evaluate and train multi-modal knowledge graph reasoning methods, specifically focusing on the sparse subset of the Freebase knowledge graph. It is utilized for hyperparameter tuning, such as adjusting embedding dimensions and learning rates, with a maximum of 50 training iterations. This dataset enables researchers to assess the performance of their models in handling sparse data, enhancing the robustness of knowledge graph reasoning techniques.
Wikimedia Commons	https://doi.org/10.48550/arXiv.2212.05767 (2022), https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1007/978-3-319-68204-4_8 (2017)	The Wikimedia Commons dataset is used to integrate visual information into IMGpedia, a knowledge graph designed to support visuo-semantic queries over images. This integration enhances multi-modal reasoning capabilities, allowing researchers to explore complex relationships between textual and visual data. The dataset's rich multimedia content and structured metadata enable advanced querying and reasoning tasks, facilitating research in multi-modal knowledge representation and retrieval.
YAGO15K	https://doi.org/10.1145/3545573 (2022)	https://doi.org/10.18653/v1/W15-4007 (2015)	The YAGO15K dataset is used in research for multi-modal knowledge graph reasoning, specifically to test methods for relationship prediction and to evaluate their performance in terms of state-of-the-art results and convergence speed. It provides textual information for entities, enhancing the ability to predict relationships within knowledge graphs.
YAGO3-10	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1222 (2018)	The YAGO3-10 dataset is used as a subset of a larger knowledge graph to evaluate relation prediction, focusing on a specific scope of relations. It is employed in methodologies that assess the accuracy and effectiveness of relation prediction models, enabling researchers to test and refine algorithms within a well-defined relational context.
YAGO37	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1222 (2018)	The YAGO37 dataset is used as a subset of a larger knowledge graph to evaluate relation prediction, focusing on a specific scope of relations. It enables researchers to assess the accuracy and effectiveness of relation prediction models within a defined relational context, contributing to the development and refinement of knowledge graph reasoning techniques.
YAGO39k	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1222 (2018)	The YAGO39k dataset is used as a subset of a larger knowledge graph to evaluate relation prediction, focusing on a specific scope of relations. It enables researchers to assess the accuracy and effectiveness of relation prediction models within a defined relational context, providing a benchmark for comparing different methodologies.
Richpedia	https://doi.org/10.48550/arXiv.2212.05767 (2022), https://doi.org/10.1145/3581783.3612151 (2023)	https://doi.org/10.1007/978-3-030-41407-8_9 (2019)	The Richpedia dataset is used to construct and enhance comprehensive multi-modal knowledge graphs by integrating triplets, textual descriptions, and images. This integration supports reasoning tasks and demonstrates significant potential in multi-modal knowledge graph reasoning, enabling more robust KG-based applications through the incorporation of visual modalities.
MKG-Wikipedia	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.14778/3407790.3407828 (2020)	The MKG-Wikipedia dataset is used to evaluate multimodal knowledge graph completion methods, specifically focusing on entity alignment and relation prediction. Researchers employ this dataset to assess the performance of algorithms in aligning entities and predicting relations within a multimodal context, leveraging the rich textual and structural information from Wikipedia. This enables the development and refinement of techniques for enhancing knowledge graph reasoning.
MKG-YAGO	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1145/3503161.3548388 (2022)	The MKG-YAGO dataset is used to evaluate multimodal knowledge graph completion methods, specifically focusing on entity alignment and relation prediction. Researchers employ this dataset to assess the performance of algorithms in these tasks, leveraging the YAGO data's rich structure and multimodal features. This enables the development and refinement of techniques for enhancing knowledge graph reasoning.
WN18-IMG	https://doi.org/10.48550/arXiv.2212.05767 (2022), https://doi.org/10.1145/3474085.3475470 (2021)	https://doi.org/10.1145/3477495.3531992 (2022)	The WN18-IMG dataset is used to enhance multimodal knowledge graph completion by integrating image data with textual information. It extends WN18 with 10 images per entity, enabling researchers to explore the integration of visual information into relational data modeling. This dataset supports the development of models that can reason over both textual and visual data, thereby extending the scope of triplets in multimodal knowledge graphs.
FrameNet	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	https://doi.org/10.1109/CVPR.2016.597 (2016)	FrameNet is integrated into ontologies to provide frame-based semantic structures, which support the reasoning process in multi-modal knowledge graphs. This integration enhances the representation and processing of complex, multi-modal data by leveraging FrameNet's detailed semantic frames, enabling more sophisticated and context-aware reasoning capabilities.
CM3KG	https://doi.org/10.18653/v1/2022.emnlp-demos.15 (2022)	https://doi.org/10.18653/v1/2020.acl-main.703 (2019)	The CM3KG dataset is used as an open-sourced multi-modal knowledge graph to support research in multi-modal knowledge graph reasoning. It provides a rich resource for integrating and reasoning across different modalities, enabling researchers to explore complex relationships and interactions within and between various data types. This dataset facilitates the development and evaluation of methods that can effectively combine textual, visual, and other forms of data to enhance reasoning capabilities.
ImageNet	https://doi.org/10.1109/IJCNN55064.2022.9892382 (2022)	https://doi.org/10.1109/CVPR.2009.5206848 (2009)	The ImageNet dataset is primarily used to train deep learning models like ResNet50, focusing on hierarchical image classification. It enables researchers to extract robust visual features from video frames, enhancing the accuracy of image and video analysis tasks. The large-scale, hierarchically organized nature of ImageNet supports the development and evaluation of advanced visual recognition systems.
BioRel	https://www.semanticscholar.org/paper/d9df8a4f2ccd9ea572f65783840507de3c185126 (2023)	https://doi.org/10.1186/s12859-020-03889-5 (2020)	The BioRel dataset is used for empirical evaluation and large-scale biomedical relation extraction, focusing on the performance of models in extracting biomedical relations from text. It leverages distant supervision to compile a comprehensive dataset for training and testing, enabling researchers to assess and improve relation extraction methodologies in the biomedical domain.
FB-IMG	https://www.semanticscholar.org/paper/6cd64d6558e2a7105b1f128e49d76e608507bfeb (2022)	https://doi.org/10.24963/ijcai.2017/438 (2016)	The FB-IMG dataset is used to evaluate multi-modal knowledge graph representation learning, specifically focusing on image-embodied knowledge representation and translation-based approaches. It enables researchers to assess how effectively models can integrate visual and textual information within knowledge graphs, addressing research questions related to the accuracy and robustness of these representations.
SituNet	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/CVPR.2016.597 (2016)	SituNet is used to train models for situation recognition tasks, particularly focusing on visual semantic role labeling to enhance image understanding. It aids in defining visual event schemas, which are crucial for developing robust situation recognition models. This dataset enables researchers to improve the accuracy and context-awareness of image interpretation systems.
SWiG	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/CVPR.2016.597 (2016)	The SWiG dataset is primarily used for training models in situation recognition tasks, particularly focusing on visual semantic role labeling to enhance image understanding. It is also utilized to define visual event schemas, which aids in developing more robust situation recognition models. These applications leverage the dataset's rich annotations to improve the accuracy and context-awareness of visual understanding systems.
FB400k	https://doi.org/10.1145/3534678.3539405 (2021)	https://doi.org/10.18653/v1/N18-1059 (2018)	The FB400k dataset is used for validating and testing SPARQL annotations and evaluating knowledge graph reasoning, particularly focusing on complex questions and their answers within the knowledge graph. It serves as a subset of Freebase, enabling researchers to assess the performance of reasoning systems on intricate web queries.
Freebase KG	https://doi.org/10.1145/3534678.3539405 (2021)	https://doi.org/10.1145/3397271.3401172 (2020)	The Freebase KG dataset is used to conduct multi-hop reasoning experiments and train knowledge graph embeddings, focusing on the scalability and efficiency of these processes in large-scale graphs with 86M nodes and 338M edges. This enables researchers to evaluate and improve embedding algorithms for handling extensive and complex knowledge graphs.
Microsoft COCO	https://doi.org/10.1109/CVPR.2018.00170 (2017)	https://doi.org/10.1007/978-3-319-10602-1_48 (2014)	The Microsoft COCO dataset is primarily used to evaluate model performance in identifying a diverse set of common objects within complex scenes. It serves as a benchmark for object detection and image recognition tasks, enabling researchers to assess the accuracy and robustness of their models in real-world scenarios. The dataset's rich annotations and varied imagery facilitate rigorous testing and comparison across different methodologies.
Visual7w	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TPAMI.2017.2754246 (2016)	The Visual7w dataset is primarily used for visual question answering, focusing on the model's ability to understand complex scenes. It is designed to test and improve systems' comprehension of visual content through questions that require reasoning about objects, actions, and relationships within images. This dataset enables researchers to evaluate and enhance the performance of visual question answering models in interpreting intricate visual scenes.
NUS-81	https://doi.org/10.1109/CVPR.2018.00170 (2017)	https://doi.org/10.1007/978-3-319-10602-1_48 (2014)	The NUS-81 dataset is primarily used for multi-label classification experiments, particularly in image tagging, where it evaluates performance across multiple time steps. It is also employed to compare performance with MS-COCO in multi-modal reasoning tasks involving images and text. This dataset facilitates research by providing a benchmark for these specific tasks, enabling the assessment of models' capabilities in handling complex, multi-modal data.
MS-Celebs	https://doi.org/10.1609/aaai.v33i01.33018876 (2019)	https://doi.org/10.1007/s11263-018-1116-0 (2016)	The MS-Celebs dataset is used to link visual data with structured knowledge, specifically by associating cropped celebrity faces with Freebase IDs to enhance multi-modal reasoning. It is also employed to merge entities from MS-Celebs and KVQA, focusing on entity recognition and integration, thereby facilitating the creation of comprehensive person lists. These applications leverage the dataset's rich visual and structured data to improve entity linking and multi-modal reasoning tasks.
Flick30k Entities	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2020.acl-demos.11 (2020)	The Flick30k Entities dataset is used to train detectors with supervised data, focusing on image-text pairs annotated with entities. This supports multi-modal reasoning tasks by leveraging the aligned visual and textual information. The dataset's entity annotations enable researchers to develop models that can reason across both modalities, enhancing the understanding and integration of visual and textual data.
CT	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/j.inffus.2021.05.015 (2021)	The CT dataset is used to integrate visual information with textual descriptions, specifically to enhance the accuracy of COVID-19 diagnosis through multi-modal knowledge graph reasoning. This approach leverages the dataset's ability to combine imaging data with clinical text, improving diagnostic outcomes.
X-rays	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/j.inffus.2021.05.015 (2021)	The X-rays dataset is used to integrate visual information with textual descriptions, specifically to enhance the accuracy of COVID-19 diagnosis through multi-modal knowledge graph reasoning. This approach combines imaging data with clinical notes, improving diagnostic precision and reliability. The dataset's multi-modal nature is crucial for linking visual and textual data, enabling more robust and contextually informed diagnoses.
textual description	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/j.inffus.2021.05.015 (2021)	The 'textual description' dataset is used to provide contextual information alongside imaging data, specifically to enhance the accuracy of COVID-19 diagnosis through multi-modal knowledge graph reasoning. This dataset integrates textual and imaging data, enabling more robust diagnostic models by leveraging the complementary information from both modalities.
ultrasound	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/j.inffus.2021.05.015 (2021)	The ultrasound dataset is used to integrate visual information with textual descriptions, specifically to enhance the accuracy of COVID-19 diagnosis through multi-modal knowledge graph reasoning. This approach combines imaging data with clinical notes, improving diagnostic precision and reliability.
unearthed oracle bones’ photos	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1016/J.COMPELECENG.2021.107173 (2021)	The 'unearthed oracle bones’ photos' dataset is used to construct a multi-modal knowledge graph for oracle bone recognition. This involves integrating visual and textual data to enhance information processing. The dataset enables researchers to develop and refine methods for recognizing and interpreting oracle bone inscriptions by leveraging both image and text data, thereby improving the accuracy and depth of historical and linguistic analysis.
Wikipedia articles and images	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1109/TMM.2023.3301279 (2021)	The Wikipedia articles and images dataset is used to pre-train a cross-modal entity matching module, which aligns textual and visual scene graphs extracted from the input articles and images. This methodology supports research in cross-modal alignment, enhancing the integration of textual and visual information for more robust entity matching.
BookCorpus	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The BookCorpus dataset is used to provide textual data for event classification and relation extraction, which enhances the construction and enrichment of multi-modal event knowledge graphs. This dataset enables researchers to improve the accuracy and comprehensiveness of event-related information in knowledge graphs by leveraging its extensive textual content.
external knowledge base	https://doi.org/10.1109/TNNLS.2020.3045034 (2020)	https://doi.org/10.1109/CVPR.2019.00686 (2019)	The 'external knowledge base' dataset is used alongside the Visual Genome scene graph to generate question-answer pairs, enhancing the creation of unbiased Visual Question Answering (VQA) datasets. This methodology leverages the dataset to improve the diversity and fairness of VQA datasets, addressing research questions related to bias reduction in machine learning models.
Visual Genome scene graph	https://doi.org/10.1109/TNNLS.2020.3045034 (2020)	https://doi.org/10.1109/CVPR.2019.00686 (2019)	The Visual Genome scene graph dataset is primarily used to generate question-answer pairs for visual reasoning and compositional question answering. It focuses on creating unbiased Visual Question Answering (VQA) datasets, enhancing the diversity and complexity of questions to improve model performance and reduce biases. This dataset enables researchers to develop and evaluate models that can understand and reason about complex scenes in images.
CC12M	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The CC12M dataset is used to supply additional visual data for object recognition and event relation extraction, enhancing the construction and expansion of multi-modal event knowledge graphs. This dataset provides rich visual content that complements textual data, enabling more comprehensive and accurate event relation extraction and object recognition in research.
C4(news)	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.18653/v1/2022.acl-demo.23 (2022)	The C4(news) dataset provides news-related textual data primarily used for event classification and relation extraction. It supports the construction and enhancement of multi-modal event knowledge graphs by offering rich, structured textual content. This dataset enables researchers to accurately classify events and extract relationships, contributing to more robust and detailed knowledge graphs.
Cyc	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	The Cyc dataset is primarily listed as an example of a knowledge graph that contains common sense knowledge. It is referenced in research contexts but not utilized for specific empirical studies or methodologies. Its role is more illustrative, highlighting the availability of common sense knowledge in knowledge graphs, rather than being directly employed in multi-modal Knowledge Graph Reasoning or other specific research applications.
AWA2	https://doi.org/10.48550/arXiv.2207.01328 (2022)	https://www.semanticscholar.org/paper/ad7ddcc14984caae308c397f1a589aae75d4ab71 (2020)	The AWA2 dataset is primarily used to evaluate vision transformer encoders, particularly in zero-shot learning tasks for animal classification. It enables researchers to assess model performance in recognizing unseen animal categories, leveraging the dataset's rich visual and semantic attributes. This focus supports advancements in zero-shot learning methodologies within the domain of computer vision.
CN-DBpedia	https://doi.org/10.1109/TKDE.2022.3224228 (2022)	https://doi.org/10.1023/B:BTTJ.0000047600.45421.6D (2004)	The CN-DBpedia dataset is primarily listed as an example of a knowledge graph containing encyclopedia knowledge. It is referenced in research contexts but not utilized for specific methodologies or research questions. Its role is more illustrative, highlighting the availability of structured encyclopedia data, rather than being directly employed in empirical studies or multi-modal Knowledge Graph Reasoning.
FB15-237	https://doi.org/10.1145/3308558.3313612 (2019)	https://doi.org/10.1609/aaai.v32i1.11573 (2017)	The FB15-237 dataset is used to train and evaluate multi-modal knowledge graph embedding models, specifically for relation prediction tasks. It employs a filtered set of relations to enhance model performance and accuracy. This dataset enables researchers to focus on improving the predictive capabilities of models in complex knowledge graphs.
NELL23k	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.3115/v1/P15-1009 (2015)	The NELL23k dataset is used to evaluate knowledge graph embedding methods, specifically focusing on semantic smoothness and reasoning accuracy. It enables researchers to assess how well these methods perform across a large set of entities and relations, providing insights into the effectiveness of different embedding techniques in maintaining and utilizing semantic relationships within the graph.
NELL-995	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.3115/v1/P15-1009 (2015)	The NELL-995 dataset is utilized to evaluate the performance of knowledge graph reasoning models, focusing on their ability to handle smaller, more focused subsets of entities and relations. This dataset enables researchers to test and refine models specifically designed for these constrained environments, ensuring they can effectively reason and infer relationships within limited data contexts.
electronic medical database	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1038/s41598-017-05778-z (2017)	The electronic medical database is used to construct a health knowledge graph, enabling reasoning tasks by extracting meaningful information from patient records. This involves methodologies focused on data integration and semantic extraction to enhance understanding and utility of medical data in research settings.
Nation	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1145/1273496.1273551 (2007)	The 'Nation' dataset is used for representing and reasoning about relations among nations, specifically within the domain of multi-modal knowledge graph reasoning. It facilitates statistical predicate invention, enabling researchers to explore complex relationships and patterns between nations using a combination of textual and numerical data. This dataset supports the development and evaluation of models that can infer new predicates and relationships from existing data, enhancing the understanding of international dynamics.
NELL	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1609/aaai.v24i1.7519 (2010)	The NELL dataset is used as a knowledge base for multi-modal reasoning, specifically integrating textual and structured data. This integration enhances understanding and inference capabilities, allowing researchers to explore complex relationships and improve reasoning systems. The dataset's rich combination of text and structured information supports advanced research in multi-modal knowledge graph reasoning.
Countries	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://www.semanticscholar.org/paper/03dfada96b88c741bb26bd4ce7b5ae4232157d37 (2015)	The 'Countries' dataset is used to represent and reason about geographical relations among countries, employing low-rank vector spaces for approximate reasoning. This approach facilitates the analysis of complex geographical relationships, enabling researchers to explore and model interactions between countries in a computationally efficient manner.
WD-singer	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1162/tacl_a_00360 (2019)	The WD-singer dataset is used to derive a subset of Wikidata, focusing on singer-related entities for entity linking and knowledge graph reasoning. It enables researchers to enhance the accuracy and depth of entity linking within the domain of singers, contributing to more robust knowledge graph reasoning systems.
wikidata5m	https://doi.org/10.1109/TPAMI.2024.3417451 (2022)	https://doi.org/10.1162/tacl_a_00360 (2019)	The wikidata5m dataset is used to evaluate multi-modal reasoning capabilities, specifically focusing on a subset of Wikidata that includes multimedia content. Researchers employ this dataset to assess how well models can integrate and reason across textual and visual data, enhancing the understanding of complex relationships within knowledge graphs. This evaluation helps in developing more robust multi-modal reasoning systems.
YOGA11k	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1225 (2018)	The YOGA11k dataset is used to generate temporal knowledge graphs, focusing on different periods for temporal reasoning and embedding evaluation. It enables researchers to assess the effectiveness of temporal embeddings and reasoning methods over varying time spans, providing insights into how well these models capture and predict temporal relationships in data.
DBpedia15K	https://doi.org/10.1145/3545573 (2022)	https://doi.org/10.18653/v1/N19-1423 (2019)	The DBpedia15K dataset is used to collect textual information for entities, primarily focusing on relationship prediction in knowledge graphs. Researchers employ this dataset to enhance the accuracy of predicting relationships between entities by leveraging the rich textual data it provides. This approach supports the development of more robust and contextually informed knowledge graph models.
YOGA15k	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1225 (2018)	The YOGA15k dataset is used to generate temporal knowledge graphs, enabling researchers to focus on different periods for temporal reasoning and embedding evaluation. This dataset facilitates the study of how entities and relationships evolve over time, providing a robust framework for evaluating temporal reasoning models.
YOGA-3SP	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1225 (2018)	The YOGA-3SP dataset is used to generate temporal knowledge graphs, enabling researchers to focus on different periods for temporal reasoning and embedding evaluation. This dataset facilitates the study of how entities and relationships evolve over time, providing a structured way to assess temporal dynamics in knowledge graphs.
MMKG-FB15k-IMG	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MMKG-FB15k-IMG dataset is used to integrate specific knowledge graphs with images, enhancing multi-modal reasoning capabilities in research. This integration supports the development of models that can effectively combine textual and visual information, improving the accuracy and robustness of multi-modal reasoning tasks. The dataset's unique combination of structured knowledge and image data enables researchers to explore and develop advanced multi-modal reasoning techniques.
YOGA1830	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.18653/v1/D18-1225 (2018)	The YOGA1830 dataset is used to generate temporal knowledge graphs, focusing on different periods for temporal reasoning and embedding evaluation. It enables researchers to assess the effectiveness of temporal embeddings and reasoning methods over varying time spans, providing insights into how well these models capture and predict temporal relationships in data.
Yago15k-IMG-TXT	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The Yago15k-IMG-TXT dataset is used to integrate specific knowledge graphs with images and text, facilitating comprehensive multi-modal reasoning. This integration supports research methodologies that require the synthesis of textual and visual data within a structured knowledge framework. The dataset enables researchers to explore and develop advanced multi-modal reasoning systems, enhancing the ability to process and understand complex, multi-faceted information.
MMKG-DB15k	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1007/978-3-030-21348-0_30 (2019)	The MMKG-DB15k dataset is used to integrate specific knowledge graphs with numeric literals, facilitating multi-modal reasoning in research. This integration supports the development and evaluation of methods that can handle both symbolic and numeric data, enhancing the capability to reason across diverse data types. The dataset's unique feature of incorporating numeric literals enables more robust and nuanced reasoning tasks in multi-modal knowledge graph research.
FB15K-237-IMG	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1145/3477495.3531992 (2022)	The FB15K-237-IMG dataset is used to extend the scope of triplets in multimodal knowledge graph completion by integrating image data with textual information. This integration enhances the representation and reasoning capabilities of knowledge graphs, enabling more comprehensive and contextually rich completions. The dataset's unique combination of images and textual data supports advanced multimodal reasoning tasks, facilitating research in areas such as enhanced entity linking and semantic understanding.
Global Database of Events, Language, and Tone	https://doi.org/10.48550/arXiv.2212.05767 (2022)	https://doi.org/10.1145/3511808.3557233 (2022)	The Global Database of Events, Language, and Tone is used to construct a dense knowledge graph for temporal knowledge graph completion. Researchers focus on analyzing events and tones over time, employing methodologies that enable the derivation of temporal relationships and patterns. This dataset facilitates research into how events and their associated tones evolve, providing insights into dynamic social and political phenomena.
ConceptNet KG	https://doi.org/10.48550/arXiv.2205.11501 (2022)	https://doi.org/10.1609/aaai.v31i1.11164 (2016)	The ConceptNet KG dataset is used to enhance multi-modal reasoning by retrieving concept-level knowledge from a general-domain knowledge graph. It integrates textual and visual information, enabling researchers to improve the understanding and processing of complex, multi-faceted data in various applications. This dataset facilitates the development of more robust and context-aware reasoning systems.
VG	https://doi.org/10.1007/978-3-030-58592-1_36 (2020)	https://doi.org/10.1109/CVPR.2017.330 (2017)	The VG dataset is used to evaluate the performance of methods on scene graph generation tasks, specifically focusing on mean and overall triplet recall. It compares results with and without graph constraints, enabling researchers to assess the effectiveness of their approaches in generating accurate and contextually relevant scene graphs.
multi-modal variants of the OpenEA benchmarks	https://doi.org/10.48550/arXiv.2307.16210 (2023)	https://doi.org/10.14778/3407790.3407828 (2020)	The multi-modal variants of the OpenEA benchmarks are used to evaluate multi-modal entity alignment methods by incorporating entity images obtained via Google search. This dataset focuses on enhancing knowledge graph reasoning through the integration of visual data, enabling researchers to assess the effectiveness of these methods in aligning entities across different modalities.
