Name (extracted)	Citing Article	Citied Article	Features
RealBlur-J	https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/ICCV.2019.00567 (2019)	The RealBlur-J dataset is primarily used for evaluating motion deblurring algorithms, containing real-world blurred images with ground truth. It is employed to test the robustness and effectiveness of proposed methods in practical scenarios, focusing on improving image clarity and quality in real-world conditions. This dataset enables researchers to assess the performance of their algorithms on authentic, challenging data, ensuring that the solutions are viable for real-world applications.
AVIRIS	https://www.semanticscholar.org/paper/1fb8e5cc1d55d637a55be02138224cb4b9e87465 (2024)	https://doi.org/10.1016/j.isprsjprs.2022.04.007 (2022)	The AVIRIS dataset is used for evaluating and experimenting with hyperspectral image restoration methods, particularly focusing on composite degradations. It leverages extensive HSI data with numerous spectral bands across diverse geographical areas, enabling researchers to assess the performance of restoration techniques like PromptHSI against others. This dataset's comprehensive coverage and high spectral resolution facilitate robust testing and validation in hyperspectral image restoration research.
DID-Data	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DID-Data dataset is used in research for training and evaluating image restoration methods, particularly in synthetic rainstreak degradation and image denoising. It integrates physics models and conditional adversarial learning to test robustness under diverse image conditions and degradation scenarios. This dataset enables researchers to assess the performance of their methods in challenging and varied environments.
All-Weather	https://doi.org/10.48550/arXiv.2410.15385 (2024), https://doi.org/10.48550/arXiv.2504.05135 (2025), https://doi.org/10.1109/CVPR52688.2022.00239 (2021) (+1)	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	The All-Weather dataset is used for training and evaluating models designed to restore images degraded by various adverse weather conditions, such as rain, haze, and snow. It employs methodologies like generative adversarial networks and benchmarks like DA 2 Diff to assess the effectiveness of restoration algorithms under different weather scenarios, ensuring robust performance and fair comparisons with previous methods.
FiveK	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The FiveK dataset is primarily used for low-light enhancement research, where it tests and evaluates the ability of algorithms to improve image quality in low-light conditions. It contains a diverse set of images with professional retouching, enabling researchers to assess the effectiveness of various image enhancement methods. This dataset facilitates the development and comparison of low-light enhancement techniques by providing a standardized benchmark.
Test2800	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Test2800 dataset is primarily used for deraining research, specifically to assess and validate the performance of deraining algorithms. It provides a large set of images with synthetic rain, enabling researchers to evaluate these methods across diverse weather conditions and a broader range of images. This dataset enhances the robustness and reliability of deraining algorithm evaluations by offering a more extensive and varied test set.
GoPro test set	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2405.15475 (2024), https://doi.org/10.1007/978-3-031-72764-1_1 (2024) (+1)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The GoPro test set is primarily used for evaluating and comparing the performance of image restoration methods, particularly in motion deblurring. It consists of 2103 training and 1111 testing images, enabling researchers to assess the effectiveness of algorithms in removing motion blur and handling noise (σ=25) in dynamic scenes. This dataset facilitates the development and benchmarking of deep learning models, such as multi-scale convolutional neural networks, for high-resolution image restoration tasks.
CDD-11	https://doi.org/10.1109/TIP.2025.3572788 (2025), https://www.semanticscholar.org/paper/4af9a92a556981375dab533ccc55860f01c8b5da (2025)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	The CDD-11 dataset is used to evaluate and simulate image restoration under various compositional degradations, including 11 types such as haze, rain, snow, and low-light conditions. It focuses on assessing the performance of the OneRestore framework in handling these degradation scenarios, enabling researchers to test and improve image restoration techniques in realistic settings.
SPA+	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/WACV61041.2025.00069 (2025), https://doi.org/10.1145/3664647.3680762 (2024)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The SPA+ dataset is primarily used for evaluating and comparing methods in all-weather image restoration, specifically focusing on rain, haze, and snow removal. It is employed to test the effectiveness of models in handling synthetic and real-world weather conditions, particularly in removing rain streaks, water droplets, and other artifacts. This dataset enables researchers to conduct qualitative assessments and benchmark the performance of image deraining techniques.
NHR	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1145/3394171.3413763 (2020)	The NHR dataset is primarily used for training and evaluating models in nighttime dehazing tasks. It provides real-world nighttime hazy images to assess the performance of proposed methods, focusing on enhancing visibility and color fidelity. This dataset enables researchers to test and refine dehazing algorithms specifically tailored for low-light conditions.
GTA5	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1145/3394171.3413763 (2020)	The GTA5 dataset is primarily used for dehazing research, particularly in synthetic nighttime dehazing tasks. It provides synthetic nighttime hazy images that are utilized for both training and evaluating methods. The dataset's focus on complex lighting conditions and urban scenes enables researchers to test the robustness of dehazing algorithms in challenging environments.
LoL v1	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The LoL v1 dataset is primarily used for low-light image enhancement research, focusing on improving image brightness and clarity in various low-light conditions. Researchers employ this dataset to evaluate the effectiveness of different enhancement techniques, assessing their performance across a range of challenging lighting scenarios. This dataset enables the development and testing of algorithms designed to enhance images captured in very low light, providing a standardized benchmark for comparing methods.
LoL v2	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The LoL v2 dataset is primarily used for low-light image enhancement research. It provides a newer, more challenging set of images, including additional images, to evaluate and improve low-light enhancement techniques. Researchers use this dataset to test the effectiveness of advanced enhancement methods, focusing on the quality and realism of the enhanced images.
SateHaze1k	https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1109/WACV45572.2020.9093471 (2020)	The SateHaze1k dataset is primarily used for dehazing experiments in remote sensing, specifically for satellite image restoration. Researchers employ this dataset to improve image clarity using methods such as SAR image priors and conditional GANs. It is utilized to evaluate the performance of dehazing algorithms, particularly the Asimage dehazing model, in enhancing the quality of satellite imagery.
Raindrop datasets	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2504.05135 (2025)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Raindrop datasets are used for evaluating raindrop removal algorithms, specifically to restore images degraded by raindrops. Containing 58 images, the dataset is designed to assess the effectiveness of these algorithms in removing raindrops, thereby enhancing image quality. This enables researchers to compare and improve the performance of different raindrop removal techniques.
BSD100	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The BSD100 dataset is primarily used for super-resolution tasks, specifically single image super-resolution. It provides high-quality images for both training and evaluation, enabling researchers to enhance the resolution of low-quality images. The dataset's high-quality images facilitate the development and testing of algorithms aimed at improving image clarity and detail.
Manga109	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Manga109 dataset is primarily used for super-resolution tasks, specifically focusing on enhancing the resolution and detail of manga images. Researchers employ this dataset to improve image clarity and detail through single image super-resolution techniques. The dataset's focus on manga images makes it particularly useful for evaluating and developing algorithms tailored to this specific type of content.
SPA	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The SPA dataset is primarily used for rain removal tasks in image restoration research. It features both synthetic and real rain images, which are utilized to assess and improve the performance of de-raining techniques. Researchers employ this dataset to evaluate the effectiveness of various rain removal methods, focusing on enhancing image quality and de-raining performance.
RealBlur-R	https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/ICCV.2019.00567 (2019)	The RealBlur-R dataset is used for evaluating motion deblurring algorithms on real-world images, assessing the robustness and effectiveness of these methods in practical scenarios. It contains real-world blurred images with ground truth, enabling researchers to test and validate their algorithms against realistic conditions.
Flickr2K	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2412.20157 (2024), https://doi.org/10.48550/arXiv.2404.02154 (2024)	https://doi.org/10.1109/CVPRW.2017.151 (2017)	The Flickr2K dataset is primarily used for image restoration tasks, including Gaussian color image denoising, compression, and super-resolution. It provides high-quality, high-resolution natural images, which are essential for training and evaluating models like AutoDIR. The dataset complements other datasets like DIV2K, offering diverse images for comprehensive model training, particularly in single-degradation scenarios and at various downsampled scales (x8 and x4).
OTS	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The OTS dataset is primarily used for training and evaluating haze removal algorithms, specifically focusing on outdoor synthetic hazy images. Researchers employ this dataset to develop and test algorithms that enhance image clarity by removing haze, contributing to advancements in image restoration techniques. The synthetic nature of the dataset allows for controlled experimentation and robust algorithm validation.
ITS	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The ITS dataset is primarily used for training and evaluating haze removal algorithms, specifically focusing on indoor synthetic hazy images. Researchers employ this dataset to develop and test algorithms that enhance image clarity by removing haze, addressing the challenge of improving visual quality in hazy conditions. The synthetic nature of the dataset allows for controlled experimentation and robust algorithm validation.
RealSR-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The RealSR-Val dataset is used for validating image super-resolution models, specifically focusing on real-world low-resolution (LQ) and high-resolution (HR) image pairs. It enables researchers to assess the performance of super-resolution techniques in realistic scenarios, ensuring that models generalize well to real-world conditions. This dataset is crucial for evaluating the effectiveness of super-resolution algorithms in handling authentic LQ-HR pairs.
DRealSR-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The DRealSR-Val dataset is used for validating image super-resolution models, specifically focusing on real-world low-resolution and high-resolution image pairs. It serves as a benchmark to evaluate the performance of these models in practical scenarios, ensuring they can effectively enhance image quality in real-world conditions. The dataset's emphasis on real-world images makes it particularly relevant for assessing the robustness and generalizability of super-resolution techniques.
T-OLED-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The T-OLED-Val dataset is used for validating image restoration models, particularly focusing on low-resolution (LQ) and high-resolution (HQ) image pairs from OLED displays and under-display cameras. It enables researchers to assess the performance of restoration models in enhancing image quality, ensuring that the models effectively handle the specific characteristics of T-OLED technology.
HSTS	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The HSTS dataset is used for training and evaluating haze removal algorithms, specifically focusing on synthetic hazy images with varying conditions. This dataset enables researchers to test the robustness and effectiveness of their algorithms across different haze scenarios, contributing to advancements in image dehazing techniques.
DRealSR	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The DRealSR dataset is mentioned in the citation context but lacks detailed descriptions of its usage in specific research studies. Therefore, there is no concrete evidence to describe its application, methodology, research questions, or enabling capabilities in any particular research area.
RealSR	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The RealSR dataset is used for real-world super-resolution tasks, specifically to test the effectiveness of restoration algorithms. It consists of 15 paired images, enabling researchers to evaluate how well these algorithms perform in enhancing image resolution in practical scenarios. This dataset facilitates the development and assessment of super-resolution techniques by providing realistic test cases.
LHP-Rain	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The LHP-Rain dataset is used for evaluating rain removal algorithms in image restoration. It consists of 20 paired images, which researchers use to assess the performance of these algorithms. The dataset enables the comparison of different methods by providing ground truth images, facilitating the analysis of effectiveness in rain removal tasks.
Snow100K-L test set	https://doi.org/10.1109/CVPR52688.2022.00239 (2021), https://doi.org/10.48550/arXiv.2504.05135 (2025)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The Snow100K-L test set is used to evaluate the effectiveness of snow removal algorithms, specifically focusing on clarity and detail preservation in snowy conditions. It consists of 16,081 images and is employed to assess methods' performance in removing snow, ensuring that restored images maintain high quality and detail. This dataset enables researchers to rigorously test and compare different snow removal techniques.
RESIDE-6K	https://doi.org/10.1109/TMM.2025.3535316 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The RESIDE-6K dataset is primarily used to assess and evaluate haze removal methods in image restoration. It contains 6,000 pairs of hazy and clear images, enabling researchers to test the effectiveness and robustness of dehazing techniques. This large-scale dataset supports the development and evaluation of algorithms designed to restore images degraded by haze, ensuring they perform well under various conditions.
Raindrop-A	https://doi.org/10.1109/TMM.2025.3535316 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Raindrop-A dataset is used to test and evaluate raindrop removal algorithms, focusing on the impact of raindrops on image quality and the effectiveness of restoration methods. It features images with realistic raindrop effects, enabling researchers to assess the performance of techniques designed to remove raindrops from degraded images.
LOL-v2-synthetic	https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1109/TIP.2021.3050850 (2021)	The dataset 'LOL-v2-synthetic' is mentioned in the citation context but lacks detailed descriptions of its usage in research. There is no explicit information regarding its application, methodology, research questions, or specific characteristics. Therefore, it cannot be accurately described as being used for All-in-One Image Restoration or any other specific research area based on the provided evidence.
RS100K-L	https://doi.org/10.1109/TMM.2025.3535316 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The RS100K-L dataset is used to evaluate image restoration techniques, specifically focusing on the removal of combined rain and snow degradations. It tests algorithms' ability to handle multiple degradations simultaneously, featuring images degraded by both rain and snow. This dataset enables researchers to assess the effectiveness of restoration methods in complex, real-world scenarios.
DCIE	https://doi.org/10.48550/arXiv.2410.15385 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The DCIE dataset is used for low-light image enhancement, focusing on improving color and contrast in low-light conditions. Researchers employ this dataset to develop and evaluate algorithms that address specific challenges in low-light imaging, enhancing the visual quality of images captured in dim environments. This dataset enables the testing and validation of enhancement techniques, contributing to advancements in low-light image processing.
MEF	https://doi.org/10.48550/arXiv.2410.15385 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The MEF dataset is used for low-light image enhancement, specifically focusing on multi-exposure fusion techniques. This methodology improves the dynamic range and detail in low-light scenes. The dataset enables researchers to address challenges in enhancing image quality under low-light conditions, providing a robust set of images for testing and validating multi-exposure fusion algorithms.
NPE	https://doi.org/10.48550/arXiv.2410.15385 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The NPE dataset is used for low-light image enhancement, focusing on noise reduction and detail preservation in low-light conditions. Researchers employ this dataset to develop and evaluate algorithms that improve image quality in dimly lit environments, addressing specific challenges such as noise and loss of detail. The dataset's emphasis on these aspects enables robust testing and validation of enhancement techniques.
JRSRD	https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.48550/arXiv.2212.11548 (2022)	The JRSRD dataset is used for restoring images degraded by rain and other real-world factors, enhancing performance in challenging environments. It is specifically leveraged to evaluate deraining performance, providing images with rain streaks and raindrops to test the effectiveness of all-in-one image restoration models. This dataset enables researchers to assess and improve the robustness of image restoration techniques in realistic conditions.
Snow100K S	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K S dataset is primarily used for desnowing research, focusing on small-scale and small-sized images. It evaluates the effectiveness and performance of snow removal methods, enabling researchers to assess the quality of desnowing techniques on detailed, smaller image sets. This dataset facilitates the development and testing of algorithms designed to improve image clarity in snowy conditions.
Snow100K M	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K M dataset is primarily used for desnowing research, specifically to assess the performance of snow removal algorithms on medium-scale images. Studies employ this dataset to evaluate the effectiveness of desnowing techniques, focusing on the quality and efficiency of image restoration in snowy conditions. The dataset's medium-sized images are crucial for testing and validating these algorithms.
Snow100K L	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Snow100K L dataset is primarily used for desnowing research, specifically to test and validate the effectiveness of snow removal techniques on large-scale images. It focuses on assessing the robustness of these methods, leveraging the dataset's large-sized images to ensure that desnowing algorithms perform reliably under various conditions.
RESIDED-OTS	https://doi.org/10.48550/arXiv.2402.03738 (2024)	https://doi.org/10.1109/TITS.2016.2634580 (2016)	The RESIDED-OTS dataset is primarily used for enhancing and restoring images of land and underwater scenes. It incorporates depth information to improve image quality, detail, and contrast. Specifically, it supports techniques such as dual prior optimized contrast enhancement for underwater images and low-light image restoration for land scenes. This dataset enables researchers to focus on advanced image restoration methods, enhancing visibility and color accuracy in challenging environments.
Rain13k-Test	https://doi.org/10.48550/arXiv.2409.19403 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Rain13k-Test dataset is used for evaluating deraining algorithms by combining multiple datasets to assess their effectiveness in diverse conditions. It is specifically employed to test the performance of algorithms in removing rain streaks from images, ensuring robustness across various scenarios. This dataset enables researchers to benchmark and compare deraining techniques comprehensively.
LSDIR-val	https://doi.org/10.48550/arXiv.2409.19403 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The LSDIR-val dataset is used for evaluating the performance of image restoration models, specifically in kernel deblurring and JPEG artifact removal. It assesses the accuracy of kernel estimation for various degradation types, enabling researchers to test and refine models that handle multiple image degradation issues effectively.
RSVD	https://doi.org/10.48550/arXiv.2411.17687 (2024)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The RSVD dataset is primarily used for video deblurring research, providing real-world blurred video data. It enables the training and evaluation of deblurring models, focusing on enhancing the clarity of motion-blurred videos. The dataset's real-world characteristics make it valuable for developing robust deblurring algorithms.
GenDS	https://doi.org/10.48550/arXiv.2411.17687 (2024)	https://www.semanticscholar.org/paper/20d4e85814f64977590bc9276eec84203f0fcf9b (2023)	The GenDS dataset is used to train and evaluate models for all-in-one image restoration, focusing on improving image quality across various degradation types. It is employed to train and compare models such as NAFNet, PromptIR, and Swin Transformer, assessing their performance and effectiveness in comprehensive restoration tasks. The dataset enables researchers to evaluate the impact of the data on model accuracy and to compare different models' capabilities in handling diverse image degradations.
LHP-/Real-Rain-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The LHP-/Real-Rain-Val dataset is used for validating image deraining models by providing rain-degraded and clean image pairs. This enables researchers to assess the effectiveness of deraining algorithms in restoring images to their original quality, focusing on the accuracy and performance of these models in removing rain artifacts.
SIDD-Val	https://doi.org/10.48550/arXiv.2503.09403 (2025)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The SIDD-Val dataset is primarily used for validating image denoising models by providing noisy and clean image pairs. Researchers employ this dataset to assess the performance and accuracy of their denoising algorithms, ensuring they effectively reduce noise while preserving image details. This validation process is crucial for advancing image restoration techniques.
RainDrop test dataset	https://doi.org/10.1109/CVPR52688.2022.00239 (2021)	https://doi.org/10.1109/CVPR.2018.00263 (2017)	The RainDrop test dataset is used for evaluating the performance of image restoration models, specifically focusing on the task of removing raindrops from images. It tests the effectiveness of restoration methods by providing a benchmark for assessing model accuracy and efficiency in this domain.
MC-blur	https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.1109/TCSVT.2023.3319330 (2021)	The MC-blur dataset is used to advance and evaluate deblurring algorithms, addressing various types of blur such as motion, ultra-high-definition, and defocus blur. It serves as an unseen dataset to test the robustness of these algorithms in real-world scenarios, ensuring they can handle diverse and complex blurring conditions. This dataset enables researchers to refine and validate their methods, enhancing the performance and reliability of deblurring techniques.
RWBI	https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.48550/arXiv.2212.11548 (2022)	The RWBI dataset is used to enhance and evaluate image restoration performance, particularly in real-world conditions involving complex degradations such as blur and varying illumination. It serves as an unseen benchmark for testing deblurring algorithms, providing realistic scenarios to assess and improve algorithm robustness.
RainKITTI2012	https://doi.org/10.1109/TCSVT.2024.3519352 (2025), https://doi.org/10.1109/TCSVT.2024.3516074 (2024)	https://doi.org/10.48550/arXiv.2212.11548 (2022)	The RainKITTI2012 dataset is utilized to test and improve image restoration algorithms, particularly in rainy conditions. It focuses on synthetic rain effects and is used as an unseen dataset to evaluate deraining algorithms, especially in the context of stereo image deraining with semantic understanding. This dataset enables researchers to assess the performance and robustness of deraining techniques under controlled synthetic rain scenarios.
Rain1800	https://doi.org/10.48550/arXiv.2406.18242 (2024), https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/CVPR.2016.299 (2016)	The Rain1800 dataset is used to train and evaluate deraining models, providing a diverse set of rainy images for algorithm validation. It focuses on removing rain streaks from images, often employing conditional generative adversarial networks. This dataset enables researchers to test the effectiveness of deraining algorithms in various conditions, ensuring robust performance.
POLED	https://doi.org/10.48550/arXiv.2505.18047 (2025)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The POLED dataset is used to evaluate models' generalization capabilities on real-world under-display camera images from OLED displays. Researchers focus on assessing image clarity and noise reduction, employing the dataset to test and validate the performance of their models in enhancing image quality under specific display conditions.
LSDIR	https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The LSDIR dataset is used for large-scale image restoration research, providing a vast number of high-quality, high-resolution natural images. It focuses on real-world image degradations, enabling the training and evaluation of robust restoration models. This dataset supports practical tasks in image restoration by offering a comprehensive resource for both training and evaluation.
AirNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The AirNet dataset is used to evaluate and assess image restoration techniques, particularly focusing on aerial images under various atmospheric conditions such as haze and rain. Researchers employ this dataset to test and compare the quality of image restoration methods, ensuring they effectively handle the unique challenges posed by aerial imagery. This enables the development and refinement of robust image restoration algorithms.
DDN-Data	https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DDN-Data dataset is used to train and evaluate methods for synthetic rainstreak degradation and image denoising, focusing on realistic rain effects and real-world noise patterns. It enables researchers to develop and test algorithms that address specific image degradation issues, enhancing the robustness and effectiveness of image restoration techniques.
SIDD validation set	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The SIDD validation set is used for validating deblurring algorithms, specifically focusing on real-world image degradation and noise. This dataset enables researchers to assess the performance of deblurring techniques by providing realistic and diverse examples of degraded images, ensuring that the algorithms can handle various types of noise and blur effectively.
DIV2K validation set	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The DIV2K validation set is primarily used for super-resolution tasks, where it assesses the ability to enhance image resolution. Researchers employ this dataset to evaluate and compare different super-resolution algorithms, focusing on the quality and effectiveness of resolution enhancement. The dataset's high-resolution images provide a benchmark for validating these techniques, ensuring they meet performance standards in image restoration.
Rain100	https://doi.org/10.48550/arXiv.2310.10123 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Rain100 dataset is primarily used for rain removal research, focusing on the elimination of rain streaks from images. It is employed to test and evaluate the effectiveness of various image restoration techniques in removing rain artifacts. This dataset enables researchers to assess the performance of their methods in enhancing image clarity and quality under rainy conditions.
Challenge-60	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The Challenge-60 dataset is used for evaluating and comparing the performance of underwater image restoration methods, particularly focusing on enhancing images under natural light conditions. It is employed to assess color correction and visual quality, enabling researchers to visually compare restoration results and test algorithms like NU2Net. This dataset facilitates the development and refinement of techniques for improving underwater imagery in challenging natural light environments.
UCCS	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The UCCS dataset is used for evaluating and comparing underwater image enhancement techniques, particularly focusing on natural light conditions. It is employed to assess the effectiveness of methods like NU2Net in addressing color casts and improving overall image quality. The dataset enables researchers to visually compare restoration results and evaluate the performance of different enhancement algorithms in realistic underwater environments.
EUVP-330	https://doi.org/10.48550/arXiv.2501.12981 (2025)	https://doi.org/10.1109/TCSVT.2019.2963772 (2019)	The EUVP-330 dataset is used for testing and comparing underwater image restoration algorithms, particularly focusing on enhancing images under natural light conditions. It evaluates the robustness of these algorithms in diverse lighting scenarios and assesses their ability to reduce color casts and improve visual clarity. This dataset enables researchers to visually compare restoration results and validate the performance of models like NU2Net.
LOL-Blur	https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1007/978-3-031-20068-7_33 (2022)	The 'LOL-Blur' dataset is mentioned in the citation context but lacks detailed descriptions of its usage in research. There is no explicit information regarding its application in All-in-One Image Restoration or any other specific research area, methodology, or research questions. The dataset's characteristics and how it enables research are not provided in the available descriptions.
SnowCityScapes	https://doi.org/10.1109/TCSVT.2024.3519352 (2025)	https://doi.org/10.1109/CVPRW.2018.00119 (2018)	The SnowCityScapes dataset is used for evaluating the desnowing performance of all-in-one image restoration models. It provides images with snow, enabling researchers to test the effectiveness of these models in removing snow from images. This dataset facilitates the assessment of desnowing algorithms by offering realistic, snowy urban scenes, which are crucial for validating the robustness and accuracy of image restoration techniques.
All-Weather dataset	https://doi.org/10.1109/ACCESS.2025.3526168 (2023)	https://doi.org/10.1109/cvpr42600.2020.00324 (2020)	The All-Weather dataset is used to evaluate the performance of image restoration methods under various weather conditions. Researchers employ this dataset to demonstrate both subjective and objective improvements of their proposed methods over existing state-of-the-art techniques. The dataset's diverse weather conditions enable comprehensive testing and validation of image restoration algorithms.
WeatherStream	https://doi.org/10.48550/arXiv.2410.08177 (2024), https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPR52729.2023.01297 (2023)	The WeatherStream dataset is used to evaluate and test weather condition restoration models, specifically focusing on dehazing, deraining, and desnowing algorithms. It provides a large set of paired images: 4,500 for dehazing, 4,800 for deraining, and 3,960 for desnowing. This extensive dataset enables researchers to train and validate models, ensuring robust performance across various weather conditions.
LOL-v2-syn	https://doi.org/10.1109/TIP.2025.3572788 (2025)	https://doi.org/10.1109/TIP.2021.3050850 (2021)	The dataset 'LOL-v2-syn' is mentioned in the citation context but lacks detailed descriptions of its usage in research. There is no explicit information regarding its application, methodology, research questions, or specific characteristics. Therefore, it cannot be accurately described as being used for All-in-One Image Restoration or any other specific research area based on the provided evidence.
Rain-Haze-Snow	https://doi.org/10.48550/arXiv.2505.12630 (2025), https://doi.org/10.1109/CVPR52729.2023.00563 (2023)	https://doi.org/10.1109/cvpr42600.2020.00324 (2020)	The 'Rain-Haze-Snow' dataset is used to train and evaluate machine learning models for removing weather-based degradations such as rain, haze, and snow from images. It supports a single-encoder, multi-decoder framework and is utilized in neural architecture search for all-in-one image restoration, focusing on these specific weather conditions. This dataset enables researchers to develop and test models that can handle multiple types of image degradations simultaneously.
ImageNet-C	https://doi.org/10.48550/arXiv.2406.18242 (2024)	https://www.semanticscholar.org/paper/49b64383fe36268410c430352637ed23b16820c5 (2019)	ImageNet-C is used to benchmark the robustness of neural networks against common corruptions and perturbations, particularly during the pre-training stage. Researchers adjust the intensity of degradation in images to systematically evaluate how well models withstand various types of image corruption. This dataset enables the assessment and improvement of model resilience in real-world conditions.
