Name (extracted)	Citing Article	Citied Article	Features
SPA	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1109/CVPR52729.2023.02083 (2023), https://doi.org/10.48550/arXiv.2309.06023 (2023)	https://doi.org/10.1109/CVPR.2019.01255 (2019)	The SPA dataset is primarily used for rain removal tasks in image restoration research, focusing on both synthetic and real rain images. It serves as a foundational resource for constructing enhanced datasets like SPA+ and is utilized to improve and evaluate the performance of deraining algorithms, particularly in single-image deraining scenarios. The dataset's high-quality real rain data is crucial for assessing and enhancing rain removal accuracy and demonstrating significant PSNR improvements in retrained models.
DF2K	https://doi.org/10.48550/arXiv.2412.20066 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPRW59228.2023.00178 (2023) (+2)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DF2K dataset is used primarily for single image super-resolution and image restoration research. It combines images from DIV2K and Flickr2K to create a larger, more diverse training set, enhancing model performance and evaluation. Researchers use it to train and compare classic and advanced models, such as those employing the Swin Transformer architecture, to improve the quality of degraded images.
I-Haze	https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024)	https://doi.org/10.1007/978-3-030-01449-0_52 (2018)	The I-Haze dataset is used to test and benchmark dehazing algorithms on real indoor hazy and haze-free images. It serves as a critical resource for evaluating dehazing performance in indoor scenarios, providing researchers with a standardized set of real-world images to assess algorithm effectiveness. This dataset enables the comparison of different dehazing models, facilitating advancements in image restoration techniques for indoor environments.
GTA5	https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.24963/ijcai.2024/80 (2024)	https://doi.org/10.1007/978-3-030-58610-2_28 (2020)	The GTA5 dataset is primarily used in research for evaluating nighttime dehazing algorithms. It provides synthetic nighttime hazy images, which are utilized to test and assess the performance of image restoration methods, particularly in simulated urban environments. Researchers employ this dataset to demonstrate improvements in dehazing results and overall image quality, focusing on synthetic benchmark performance.
HQ-50K	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The HQ-50K dataset is primarily used for high-quality image restoration tasks. It is utilized to compare the dataset's size and resolution with other datasets, emphasizing its suitability for image restoration. Researchers use it to train and evaluate models, focusing on performance metrics and comparing results with benchmarks like DIV2K. The dataset's large scale and high resolution are key characteristics that enable these comparisons and evaluations.
ICB	https://doi.org/10.1109/CVPRW63382.2024.00645 (2024)	https://doi.org/10.1109/CVPRW.2017.151 (2017)	The ICB dataset is used to evaluate and benchmark image restoration and compression techniques. It focuses on assessing the performance of methods like PromptCIR on image restoration quality at various factors (10, 20, 30, 40) and examines the impact of compression on image restoration and artifact reduction. This dataset enables researchers to compare and refine algorithms for enhancing image quality and reducing artifacts in restored images.
RESIDE-6k	https://doi.org/10.48550/arXiv.2503.10120 (2025), https://doi.org/10.48550/arXiv.2306.13653 (2023)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The RESIDE-6k dataset is primarily used for image dehazing research, enhancing image clarity by removing haze effects. It provides a large set of diverse real-world hazy images, enabling the training and evaluation of dehazing algorithms. The dataset supports comprehensive testing and assessment of these algorithms under various atmospheric conditions, facilitating advancements in image restoration techniques.
All-Weather dataset	https://doi.org/10.1109/ACCESS.2025.3526168 (2023), https://doi.org/10.1109/CVPR52733.2024.02352 (2023)	https://doi.org/10.1109/cvpr42600.2020.00324 (2020)	The All-Weather dataset is used to train and evaluate image restoration techniques under various weather conditions, such as rain, fog, and snow. It supports the analysis of L2 norm distribution across image channels and partitions images into subsets based on degradation severity (slight, moderate, heavy). This enables researchers to assess and compare the performance of their methods against state-of-the-art techniques in restoring weather-degraded images.
LSUN	https://doi.org/10.1109/CVPR52729.2023.00958 (2023), https://www.semanticscholar.org/paper/3d3c5fcbc40aadccceda58d3d9c5cd00588ea0b7 (2022)	https://www.semanticscholar.org/paper/744fe47157477235032f7bb3777800f9f2f45e52 (2017)	The LSUN dataset is used to evaluate image restoration models across various categories, leveraging internet-sourced images to test generalization capabilities. It assesses model performance on large-scale, 256x256 images, focusing on consistency and FID scores. The dataset enables researchers to compare supervised and unsupervised methods, emphasizing the model's ability to handle diverse and complex scenes.
91 images	https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018), https://doi.org/10.1109/CVPRW59228.2023.00178 (2023)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The '91 images' dataset is used primarily for training and evaluating image restoration methods, particularly in the domain of image super-resolution. It provides a small, manageable set of 91 high-quality images, enabling researchers to assess the performance of their models efficiently. This dataset facilitates the development and benchmarking of early image restoration techniques by offering a consistent and well-defined subset for both training and evaluation.
Berkeley Segmentation Dataset (BSD)	https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018), https://doi.org/10.1109/CVPRW.2018.00121 (2018), https://doi.org/10.1109/ICCV.2017.486 (2017) (+1)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The Berkeley Segmentation Dataset (BSD) is primarily used for training and evaluating image restoration and denoising models. It provides a diverse set of natural images, often combined from train, validation, and test sets, to generate image patches and construct comprehensive datasets. Researchers use the dataset to focus on natural image boundaries and structures, enhancing the performance of segmentation and restoration algorithms. The dataset's versatility in providing high-quality, varied images makes it a valuable resource for improving the robustness and accuracy of image processing techniques.
DRealSR	https://doi.org/10.48550/arXiv.2308.15070 (2023), https://doi.org/10.48550/arXiv.2308.09388 (2023)	https://doi.org/10.1109/ICCV.2019.00318 (2019)	DRealSR is used for evaluating image super-resolution performance, particularly in real-world and synthetic contexts. It focuses on enhancing image details and assessing restoration quality. The dataset includes real-world images captured with DSLR cameras and various lenses, enabling researchers to quantitatively evaluate and compare single image super-resolution models.
Raindrop800	https://doi.org/10.48550/arXiv.2203.06074 (2022)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The Raindrop800 dataset is primarily used for evaluating and training de-raining algorithms, with a specific focus on raindrop effects. It is employed to enhance image clarity and visibility in rainy scenes by removing raindrops, improving PSNR by 0.84dB. The dataset features realistic raindrop patterns, enabling researchers to assess and improve the performance of rain removal models in real-world scenarios.
TIP2018	https://doi.org/10.48550/arXiv.2203.06074 (2022)	https://doi.org/10.1109/CVPR.2018.00182 (2018)	The TIP2018 dataset is used to evaluate and compare the performance of various image restoration techniques, focusing on a diverse set of image degradations such as noise, rain, and moiré patterns. It provides a comprehensive set of challenges, enabling researchers to assess methods using metrics like PSNR and to address specific issues like denoising, de-raining, and demoireing. The dataset's diverse and varied image conditions facilitate robust evaluation across multiple restoration tasks.
SateHaze1k	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1109/WACV45572.2020.9093471 (2020)	The SateHaze1k dataset is primarily used for evaluating and enhancing image restoration techniques in remote sensing, with a focus on haze removal and improving image clarity. It is utilized in dehazing experiments to assess the performance of various dehazing algorithms, particularly in satellite imagery. The dataset supports the application of models like Asimage and leverages SAR image priors in conditional GANs to enhance optical imagery quality.
CelebA	https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://www.semanticscholar.org/paper/744fe47157477235032f7bb3777800f9f2f45e52 (2017)	The CelebA dataset is used in research to evaluate image restoration techniques, specifically focusing on inpainting and super-resolution tasks. It is employed to demonstrate the visual quality and effectiveness of models in restoring 256x256 celebrity face images, with an emphasis on facial detail recovery. Additionally, it is used to test generative models' capabilities in producing high-fidelity facial images, assessing consistency and FID scores.
All-weather	https://doi.org/10.48550/arXiv.2312.16610 (2023), https://doi.org/10.1109/CVPR52688.2022.00239 (2021), https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1109/CVPR.2019.00821 (2019)	The All-weather dataset is primarily used for training and evaluating image restoration models across various weather conditions, such as raindrop removal and deweathering. It employs generative adversarial networks and assesses model performance using metrics like PSNR and SSIM. The dataset supports research on improving image clarity in degraded scenes and enhancing downstream tasks like segmentation. It also facilitates the comparison of different models, including MoFME, highlighting efficiency and effectiveness in image restoration.
USC-SIPI	https://www.semanticscholar.org/paper/3d3c5fcbc40aadccceda58d3d9c5cd00588ea0b7 (2022), https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://www.semanticscholar.org/paper/744fe47157477235032f7bb3777800f9f2f45e52 (2017)	The USC-SIPI dataset is used to evaluate image restoration models, specifically focusing on 256 × 256 images. It assesses the restoration quality of models like DDRM and GDP, emphasizing their effectiveness on diverse image content beyond ImageNet classes. The dataset enables researchers to test and validate the performance of these models on a wide range of image types, ensuring robustness and generalizability in image restoration tasks.
SPA+	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1145/3664647.3680762 (2024), https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	The SPA+ dataset is primarily used for image deraining, enhancing and expanding the original SPA dataset to improve rain removal performance. It is employed in training and evaluating image restoration models, focusing on removing rain, haze, and snow to restore clear images. The dataset supports research on spatial attention mechanisms and assesses model effectiveness in various adverse weather conditions.
RealSnow	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1145/3664647.3680762 (2024), https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The RealSnow dataset is primarily used for image desnowing, focusing on the evaluation and training of image restoration models to remove snow artifacts from real-world images. It enables researchers to assess the performance and effectiveness of snow removal algorithms, enhancing image clarity and restoration quality in snowy scenes.
REVIDE	https://doi.org/10.48550/arXiv.2410.15067 (2024), https://doi.org/10.1145/3664647.3680762 (2024), https://doi.org/10.1109/CVPR52729.2023.02083 (2023)	https://doi.org/10.1109/CVPR46437.2021.00912 (2021)	The REVIDE dataset is used for training and evaluating image restoration models, primarily focusing on rain and haze removal. It is utilized to test methods for dehazing and improving visibility in hazy images, as well as removing rain artifacts from real-world videos. The dataset supports the synthesis of realistic rain and haze conditions, enabling researchers to assess the effectiveness of restoration techniques in these challenging scenarios.
BSD train set	https://www.semanticscholar.org/paper/cbd65255f6266f798326acc8e0654e40ea0918cf (2018), https://doi.org/10.1109/ICCV.2017.486 (2017)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The BSD train set is used for training models in image super-resolution, specifically contributing 200 images from the Berkeley Segmentation Dataset. These images are utilized to enhance model performance and are integral to the training process in single image super-resolution tasks. The dataset's images help improve the resolution and quality of output images in these models.
LOL-v2	https://doi.org/10.48550/arXiv.2409.19403 (2024), https://doi.org/10.1109/TMM.2024.3407656 (2024)	https://doi.org/10.1109/TIP.2021.3050850 (2021)	The LOL-v2 dataset is used to evaluate and train low-light image enhancement (LLIE) methods. It provides paired low-light and normal-light images, enabling researchers to assess restoration quality using metrics like PSNR and SSIM. This dataset supports the development and testing of LLIE techniques by offering realistic low-light scenarios and corresponding ground truth images.
LFW-Test	https://doi.org/10.48550/arXiv.2308.15070 (2023)	https://doi.org/10.1109/ICCV.2015.425 (2014)	The LFW-Test dataset is primarily used to evaluate the BFR (Blur, Face Recognition) method on real-world face images. It assesses performance in diverse lighting and pose conditions, focusing on face recognition and restoration tasks. The dataset's real-world images enable researchers to test and improve the robustness of face recognition systems under varied and challenging conditions.
WIDER-Test	https://doi.org/10.48550/arXiv.2308.15070 (2023)	https://doi.org/10.1109/ICCV.2015.425 (2014)	The WIDER-Test dataset is used to evaluate the BFR method on real-world face images, focusing on face detection and restoration capabilities. It assesses performance in complex scenarios with varying scales and occlusions, enabling researchers to test and improve face detection and restoration algorithms in practical conditions.
real47	https://doi.org/10.48550/arXiv.2308.15070 (2023)	https://doi.org/10.1109/ICCV.2019.00318 (2019)	The real47 dataset is used to evaluate the performance of models on real-world single image super-resolution tasks, specifically focusing on metric scores. It is employed in the evaluation of the DiffBIR and BSR models, with an emphasis on assessing their effectiveness in enhancing real-world images. The dataset's real-world characteristics make it suitable for benchmarking super-resolution techniques.
DIV2K validation set	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://www.semanticscholar.org/paper/dbfdb4235ac0d766b2f1a2dde89de6ed60e86605 (2021), https://doi.org/10.1109/TPAMI.2021.3088914 (2020)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DIV2K validation set is primarily used for super-resolution tasks, providing a high-quality set of 100 images to validate image restoration models. It supports the development and testing of algorithms by offering a benchmark for upscaling and enhancing image quality. The dataset's high-resolution images enable researchers to evaluate the performance and effectiveness of their models in producing detailed, high-quality outputs.
Rain1800	https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPR52688.2022.01688 (2022), https://doi.org/10.1109/TCSVT.2024.3398810 (2023)	https://doi.org/10.1109/CVPR.2016.299 (2016)	The Rain1800 dataset is used primarily for training and evaluating rain removal models in the field of image restoration. It provides 1,800 clean-rain image pairs, which are utilized to enhance the performance of deep learning algorithms in removing rain streaks from images. This moderate-sized dataset, part of the larger Rain13K collection, offers varied rainy conditions, making it suitable for improving and assessing deraining techniques.
LoLi-Phone	https://doi.org/10.1109/CVPR52729.2023.00958 (2023)	https://doi.org/10.1109/TPAMI.2021.3126387 (2021)	The LoLi-Phone dataset is primarily used for low-light image and video enhancement, specifically tailored for mobile phone cameras. It is employed to train and evaluate deep learning models, addressing real-world performance and user experience challenges. The dataset helps researchers enhance visual quality and detail in low-light conditions, pushing the boundaries of current enhancement techniques.
UIRD-12	https://doi.org/10.48550/arXiv.2410.08688 (2024)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	The UIRD-12 dataset is used to evaluate image restoration methods, specifically One-to-Many and One-to-Composite techniques, as well as the CoR method. It focuses on assessing performance across various degradation types, enabling researchers to compare and analyze the effectiveness of different restoration approaches.
LAION-5B	https://doi.org/10.1109/CVPR52733.2024.02425 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.48550/arXiv.2210.08402 (2022)	The LAION-5B dataset is used to evaluate and compare image quality against other large datasets, emphasizing the importance of high-quality images for restoration tasks. It highlights the limitations of large-scale, high-resolution datasets in providing sufficient texture information for training restoration models. Additionally, it serves as a foundation for multimodal pretraining, aiding in the creation of specialized restoration datasets.
General100	https://doi.org/10.1109/ICCV51070.2023.01204 (2023), https://doi.org/10.48550/arXiv.2310.10513 (2023)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	The General100 dataset is used to evaluate GAN-based and other image restoration methods, focusing on performance metrics such as PSNR and LPIPS to assess image quality and perceptual similarity. It covers a wide range of image types and degradation scenarios, enabling researchers to test and compare high-quality image restoration techniques.
rain-haze-noise-blur-dark	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The 'rain-haze-noise-blur-dark' dataset is used for comprehensive image restoration research, focusing on handling multiple degradations such as rain, haze, noise, blur, and low light. It is employed to test and evaluate image restoration algorithms and models designed to address these combined degradations, enabling researchers to assess the effectiveness of all-in-one restoration techniques.
ITS	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The ITS dataset is primarily used for training and evaluating image deraining algorithms, specifically focusing on indoor scenes with synthetic rain. It enables researchers to assess the performance of deraining techniques in controlled, synthetic environments, ensuring that the algorithms can effectively remove rain artifacts from images. This dataset supports the development and refinement of image restoration methods tailored to indoor settings.
OTS	https://doi.org/10.1109/TCSVT.2023.3299324 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The OTS dataset is primarily used for training and evaluating image deraining algorithms, specifically focusing on outdoor scenes with synthetic rain. This dataset enables researchers to assess the performance of deraining techniques in realistic outdoor environments, contributing to advancements in image restoration and enhancement methodologies.
FFHQ	https://doi.org/10.1109/CVPRW59228.2023.00178 (2023), https://doi.org/10.1109/ICCV51070.2023.00495 (2023), https://www.semanticscholar.org/paper/3d3c5fcbc40aadccceda58d3d9c5cd00588ea0b7 (2022)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The FFHQ dataset is used in research for training, testing, and evaluating image restoration models, specifically focusing on high-quality face images. It enables researchers to enhance facial details, assess the quality and realism of restored faces, and evaluate texture recovery in high-resolution images. The dataset's high-quality and high-resolution characteristics are crucial for these applications.
RENOIR	https://doi.org/10.1109/TNNLS.2021.3131739 (2020), https://doi.org/10.1109/TMM.2021.3063916 (2021)	https://doi.org/10.1109/CVPR.2019.01129 (2018)	The RENOIR dataset is used to evaluate image restoration methods, particularly for denoising images corrupted by realistic noise. It provides real noisy images, typically cropped into 512 × 512 pixel patches, which are used to enhance the quality of visual data. This dataset enables researchers to test and compare the effectiveness of various image restoration techniques under realistic conditions.
LSDIR-val	https://doi.org/10.48550/arXiv.2409.19403 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The LSDIR-val dataset is used for evaluating and validating image restoration models, specifically in kernel deblurring and JPEG artifact removal. It assesses model performance in handling specific image degradation issues and focuses on the accuracy of estimated degradation kernels. This dataset enables researchers to test and refine methods for improving image quality under various degradation conditions.
DIV2K-Val	https://doi.org/10.48550/arXiv.2308.15070 (2023)	https://doi.org/10.1109/TIP.2018.2839891 (2017)	The DIV2K-Val dataset is used for validating and evaluating image restoration models, particularly focusing on high-resolution image quality and restoration accuracy. It is also employed to assess synthetic image super-resolution performance in the BSR task. The dataset's high-resolution images enable researchers to rigorously test and refine their models, ensuring they meet stringent quality standards.
RNI15	https://doi.org/10.48550/arXiv.2308.15070 (2023), https://doi.org/10.1109/TNNLS.2021.3131739 (2020)	https://doi.org/10.1109/TIP.2018.2839891 (2017)	The RNI15 dataset is primarily used for evaluating the BID task, particularly in the context of image denoising. It provides a variety of real-world images, including real noisy face images, which are used to assess the performance of denoising algorithms under realistic conditions. This dataset enables researchers to test and compare the effectiveness of different image restoration techniques in practical scenarios.
Rain13k-Test	https://doi.org/10.48550/arXiv.2409.19403 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The Rain13k-Test dataset is used for evaluating deraining algorithms by combining multiple test sets. It assesses the performance of these algorithms in removing rain streaks from images under diverse conditions. This dataset enables researchers to compare the effectiveness of different deraining methods, ensuring robustness across various scenarios.
SIDD validation set	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2211.13654 (2022)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The SIDD validation set is used in research to validate deblurring and denoising algorithms, focusing on real-world image degradation and photographic noise reduction. It enables researchers to evaluate the performance of these algorithms by providing realistic scenarios, ensuring that the methods can effectively handle practical issues in image restoration.
Rain100	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.48550/arXiv.2312.01677 (2023)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Rain100 dataset is used for evaluating rain removal techniques in image restoration. It contains both synthetic and real rain streaks, enabling researchers to test the deraining capabilities of models like DINO-IR on unseen data with rain degradation. This dataset facilitates the assessment of model performance in removing rain artifacts, enhancing image clarity and quality.
WaterlooED	https://doi.org/10.48550/arXiv.2407.20928 (2024)	https://doi.org/10.1109/ICCV.2001.937655 (2001)	The WaterlooED dataset is used for training in image restoration, providing a diverse set of images to enhance model robustness. It is specifically employed to improve the performance of restoration models by exposing them to a wide range of image conditions, thereby addressing research questions related to the effectiveness and generalizability of these models.
DID-MDN	https://doi.org/10.1007/978-3-030-58526-6_19 (2020), https://doi.org/10.48550/arXiv.2308.09388 (2023)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The DID-MDN dataset is primarily used for evaluating and enhancing single image de-raining methods, with a focus on density-aware performance. It is employed in constructing more complex hybrid distortion datasets (DID-HY) to test image restoration approaches under increased difficulty. The dataset facilitates the development of multi-stream dense networks to improve network representation capabilities for handling complex degradations.
LSDIR	https://doi.org/10.48550/arXiv.2404.02154 (2024), https://doi.org/10.1109/CVPRW63382.2024.00645 (2024)	https://doi.org/10.1109/CVPRW53098.2021.00074 (2021)	The LSDIR dataset is used for training and evaluating image restoration models, providing a large-scale collection of 84,991 high-quality, high-resolution natural images. It addresses complex image degradation by enhancing model robustness and performance, particularly in tasks requiring extensive data diversity and quality.
ImageNet ctest10k	https://doi.org/10.1145/3528233.3530757 (2021)	https://doi.org/10.1007/978-3-319-46493-0_35 (2016)	The ImageNet ctest10k dataset is primarily used for benchmarking the performance of various image restoration and translation models. It is employed to evaluate colorization tasks, comparing the Palette model against other methods, and to assess image-to-image translation tasks, focusing on model performance across different scenarios. Additionally, it is used to benchmark image inpainting models like DeepFillv2 and HiFill, particularly on ultra high-resolution images. This dataset serves as a standardized test set, enabling researchers to compare and validate the effectiveness of their models in specific image processing tasks.
Places2	https://doi.org/10.1145/3528233.3530757 (2021)	https://doi.org/10.1109/ICCV.2019.01062 (2019)	The Places2 dataset is primarily used for evaluating and training image extension methods, particularly uncropping and outpainting techniques. It supports research by providing a diverse set of images, enabling comparisons of performance across different categories and methodologies, such as generative adversarial networks. The dataset facilitates the assessment of image quality metrics and the effectiveness of various image extension approaches.
BSDS400	https://doi.org/10.48550/arXiv.2306.05390 (2023)	https://doi.org/10.1109/CVPRW.2017.150 (2017)	The BSDS400 dataset is used for image restoration, featuring 400 clean images. It serves as a benchmark to compare with larger datasets like HQ-50K, highlighting differences in scale. This dataset enables researchers to evaluate and contrast the performance of image restoration techniques, providing a standardized set of high-quality images for method validation and comparison.
SPANet	https://doi.org/10.48550/arXiv.2405.02843 (2024)	https://doi.org/10.1109/CVPR.2018.00079 (2018)	The SPANet dataset is used to evaluate the performance of deraining models on real-world rainy images. Researchers employ this dataset to test and assess the effectiveness of trained models, particularly those using GAN-based methods, in practical deraining scenarios. This evaluation helps in understanding the practical applicability and robustness of these models in real-world conditions.
Solid dataset	https://doi.org/10.1109/TCSVT.2023.3286405 (2024)	https://doi.org/10.1109/ICCV.2017.423 (2017)	The Solid dataset is used to evaluate image restoration techniques, particularly on indoor solid object scenes. It contains 200 image triplets and is employed to assess the robustness, accuracy, and quality of restored images in controlled environments. The dataset supports research in reflection removal and general image restoration, enabling detailed performance comparisons of different algorithms.
AdaIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The AdaIR dataset is used for adaptive image restoration, specifically to test and develop techniques that dynamically adjust restoration parameters. Research focuses on methods like frequency mining and modulation to enhance image restoration adaptively. This dataset enables researchers to evaluate and refine algorithms that can dynamically respond to varying image conditions, improving restoration outcomes.
InstructIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The InstructIR dataset is used for instruction-based image restoration, enhancing images according to specific human instructions. It evaluates high-quality image restoration methods, focusing on diverse restoration tasks and techniques. This dataset enables researchers to assess and improve image restoration models guided by detailed instructions, ensuring more precise and contextually appropriate image enhancements.
NDR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The NDR dataset is primarily used for evaluating noise reduction and deblurring techniques in image restoration. It focuses on denoising images under various noise levels and testing non-uniform deblurring methods, particularly for motion blur. Researchers use this dataset to assess the performance of noise reduction algorithms on natural image datasets, enabling the development and refinement of image restoration methodologies.
DaAIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The DaAIR dataset is used for data-augmented image restoration, specifically to enhance the robustness and generalization of image restoration algorithms. It is employed to evaluate and test these algorithms under diverse and challenging degradations, focusing on improving their performance through data augmentation techniques.
DyNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The DyNet dataset is used for dynamic network training and testing, specifically focusing on adaptive and real-time image restoration techniques. It enables researchers to optimize restoration models for various conditions, assessing the performance of dynamic image restoration methods in practical applications. The dataset supports the development of more flexible and responsive image restoration algorithms.
AnyIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The AnyIR dataset is used for evaluating and testing all-in-one image restoration techniques, specifically focusing on handling multiple degradation types simultaneously. It enables researchers to assess the versatility of restoration methods across various degradations, ensuring robust performance in a single framework. This dataset supports the development and evaluation of comprehensive image restoration solutions.
HAIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The HAIR dataset is used for high-quality image restoration, with a focus on preserving fine details and textures in high-resolution images. It is employed to test both single and hybrid restoration techniques, enabling researchers to evaluate and combine multiple methods to achieve superior image restoration outcomes.
MEASNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The MEASNet dataset is used for evaluating and enhancing multi-exposure image fusion techniques. It focuses on combining multiple images taken under varying lighting conditions into a single high-quality image, assessing methods for detail enhancement and overall image restoration. This dataset enables researchers to test and compare different fusion algorithms, specifically addressing the challenges of multi-exposure adaptive synthesis and image quality improvement.
Perceive-IR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The Perceive-IR dataset is used for perceptual image restoration, specifically to enhance visual quality and realism. It is employed to evaluate image restoration methods, focusing on how well these methods improve the perceptual quality and realism of images for human observers. This dataset enables researchers to assess and compare different restoration techniques based on their ability to produce visually pleasing results.
DIV2K100	https://doi.org/10.1109/ICCV51070.2023.01204 (2023)	https://doi.org/10.1007/978-3-642-27413-8_47 (2010)	The DIV2K100 dataset is primarily used to evaluate GAN-based super-resolution methods and image restoration techniques. Research focuses on performance metrics such as PSNR and LPIPS to assess image quality and perceptual similarity in high-resolution images. This dataset enables researchers to benchmark and compare the effectiveness of different super-resolution and restoration approaches, emphasizing high-quality image output.
PromptIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The PromptIR dataset is used to evaluate and enhance image restoration methods, particularly focusing on instruction-based and prompt-driven approaches. It supports research in human-guided and adaptive restoration techniques, aiming to generate high-quality restored images. This dataset facilitates the assessment of these methodologies by providing a platform for testing and comparing different restoration algorithms.
AirNet	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The AirNet dataset is primarily used for testing and assessing air-light estimation in hazy images, enhancing visibility in outdoor and aerial scenes. It serves as a benchmark for evaluating image restoration techniques, particularly in handling various degradations. The dataset's focus on atmospheric light recovery makes it valuable for dehazing research, enabling researchers to improve the clarity and quality of images affected by haze.
PIP	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The PIP dataset is used in research to test and evaluate image restoration algorithms, focusing on tasks such as image inpainting and handling complex degradations. It is employed to assess the performance of methods in filling in missing regions and addressing various types of image degradation, enabling researchers to compare and improve restoration techniques.
TextpromptIR	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.1007/978-3-031-72764-1_1 (2024)	The TextpromptIR dataset is used to evaluate text-guided image restoration techniques, focusing on enhancing image quality through textual prompts. It supports research in image restoration by providing a framework to assess methods that use text-based guidance, enabling the development and comparison of algorithms designed to restore images based on specific textual inputs.
Naturalness Preserved Enhancement dataset (NPE)	https://doi.org/10.48550/arXiv.2407.04621 (2024)	https://doi.org/10.1109/TIP.2018.2806202 (2017)	The Naturalness Preserved Enhancement (NPE) dataset is primarily used for low-light image enhancement research, where the focus is on enhancing image visibility while maintaining natural appearance. This dataset enables researchers to develop and evaluate algorithms that improve image quality under low-light conditions, ensuring that enhanced images look realistic and preserve natural details.
